h1real,h1imag,h2real,h2imag,y1real,y1imag,y2real,y2imag,n1real,n1imag,n2real,n2imag,n1realxSNR11,n1imagxSNR11,n2realxSNR11,n2imagxSNR11,target,ymod1real,ymod1imag,ymod2real ,ymod2imag,ymod3real,ymod3imag,ymod4real,ymod 4 imag,  BER ,  All  this data is calculated for 0 db
-0.861681071,-0.166816756,0.404375836,0.33863449,0.031487012,-0.01200801,0.016598947,-1.895323044,-0.529125278,-0.17325344,-0.00463786,-1.700426286,-0.149107503,-0.048822819,-0.001306949,-0.479180127,0,0.833419841,1.626941436,0.031487012,-0.01200801,-0.649486073,-1.832186374,0.016598947,-1.895323044,,
-0.090728886,0.160812291,1.137393953,-0.351935098,-0.330925894,0.405409144,2.946991459,-1.410139938,0.211765684,0.756167893,1.136977874,-0.825683979,0.05967557,0.213088112,0.320400365,-0.232677745,1,-0.330925894,0.405409144,-1.037322273,1.077260318,2.946991459,-1.410139938,0.045076576,0.008828851,,
-0.676752904,-0.656860072,1.422351807,-0.474610447,-1.037322273,1.077260318,0.045076576,0.008828851,-0.622940716,0.499078646,-0.156419055,-0.07791572,-0.175544694,0.140640362,-0.04407889,-0.02195665,1,-0.330925894,0.405409144,-1.037322273,1.077260318,2.946991459,-1.410139938,0.045076576,0.008828851,,
0.01420215,1.047860519,0.315021567,-0.920081068,-0.138311663,-0.923101602,-0.75970629,0.277806268,0.596495425,0.102094282,0.014522767,-0.54346785,0.168092411,0.028770169,0.004092516,-0.15314924,0,-0.138311663,-0.923101602,-1.422765641,0.131056423,-0.75970629,0.277806268,0.75556574,0.44478279,,
1.024972,0.401985405,0.779903667,-0.241375927,-1.422765641,0.131056423,0.75556574,0.44478279,-0.708043426,0.587759096,1.084287025,-0.035134217,-0.199526637,0.165630513,0.305552084,-0.009900822,0,-0.138311663,-0.923101602,-1.422765641,0.131056423,-0.75970629,0.277806268,0.75556574,0.44478279,,
-0.619329068,0.045363347,-0.647172006,-0.492271096,2.002564429,-0.426856212,-1.257605098,0.145805009,1.107221638,0.069790086,-1.177849664,-0.351055663,0.312015058,0.019666846,-0.331918035,-0.098927486,0,2.002564429,-0.426856212,-0.120347813,-0.211867954,-1.257605098,0.145805009,-2.321154164,-0.094178493,,
-0.646876851,0.657000584,0.759963223,-0.210396007,-0.120347813,-0.211867954,-2.321154164,-0.094178493,-0.139827037,-0.644360792,-1.326159302,-0.29349428,-0.039403259,-0.181580871,-0.373711691,-0.082706688,0,2.002564429,-0.426856212,-0.120347813,-0.211867954,-1.257605098,0.145805009,-2.321154164,-0.094178493,,
-0.095953038,-0.344248016,-0.314458075,-0.551200973,1.283480111,0.032688965,-1.469988546,-0.28332667,1.392587666,0.234548487,-0.729749038,0.362186831,0.392431204,0.066095764,-0.205643279,0.102064249,1,1.283480111,0.032688965,0.138651311,0.683969577,-1.469988546,-0.28332667,0.335920803,-0.437653729,,
0.058348346,-0.058775542,0.732398676,0.361692976,0.138651311,0.683969577,0.335920803,-0.437653729,0.165241843,0.398988886,0.040392169,-0.571656118,0.046565151,0.112435068,0.011382513,-0.161092694,0,1.283480111,0.032688965,0.138651311,0.683969577,-1.469988546,-0.28332667,0.335920803,-0.437653729,,
-0.112351967,-0.029278105,0.218695528,1.135428054,-0.332053652,0.490759728,-1.101631431,-2.526686216,0.746203981,0.48939649,-0.613198407,-1.261319792,0.210280282,0.137911931,-0.172799311,-0.355439917,0,-0.332053652,0.490759728,1.846088007,0.008566004,-1.101631431,-2.526686216,0.378927885,-0.782234272,,
-1.637238536,-0.027350195,-0.472053078,-0.654070305,1.846088007,0.008566004,0.378927885,-0.782234272,0.608940698,0.048608259,0.199777043,-1.1226056,0.171599489,0.013697807,0.056297171,-0.316350258,1,-0.332053652,0.490759728,1.846088007,0.008566004,-1.101631431,-2.526686216,0.378927885,-0.782234272,,
-0.754189627,-0.721872226,-0.451951562,0.159358833,-0.319812053,0.301071399,-1.42181533,0.406623961,-0.472120825,-0.838766618,-1.530340454,0.354299727,-0.133043648,-0.236364433,-0.43124994,0.099841663,0,-0.319812053,0.301071399,-0.377176736,0.648504767,-1.42181533,0.406623961,0.476717385,0.721089136,,
-0.538792497,0.890102157,-0.298473859,0.233356473,-0.377176736,0.648504767,0.476717385,0.721089136,-1.291453164,0.529548242,-0.053913519,0.44339748,-0.363931502,0.149226695,-0.01519283,0.12494941,1,-0.319812053,0.301071399,-0.377176736,0.648504767,-1.42181533,0.406623961,0.476717385,0.721089136,,
-0.347421439,0.181183694,0.465096172,0.160872318,0.442383292,-1.428619052,1.633432474,1.488205407,0.91476075,-1.206136616,1.194788624,1.182562311,0.257779579,-0.339889298,0.336691434,0.333246059,0,0.442383292,-1.428619052,-0.88753502,-0.092894419,1.633432474,1.488205407,1.878949319,0.687230886,,
1.015464047,0.133453984,-1.085432254,-0.593116929,-0.88753502,-0.092894419,1.878949319,0.687230886,0.076170549,-0.059144417,0.782560155,1.220381795,0.021464861,-0.016666897,0.220525452,0.34390359,0,0.442383292,-1.428619052,-0.88753502,-0.092894419,1.633432474,1.488205407,1.878949319,0.687230886,,
1.239448255,-0.359714578,0.907253958,0.221631903,-1.060554118,1.053152585,-0.448500662,0.698382062,-0.230953061,-0.180216769,-0.59702465,0.368612864,-0.065082573,-0.050785086,-0.168241546,0.103875105,0,-1.060554118,1.053152585,-0.440901593,1.468484412,-0.448500662,0.698382062,-1.191120183,1.153903088,,
0.06621519,1.384533091,1.117298596,0.687995975,-0.440901593,1.468484412,-1.191120183,1.153903088,0.482341883,0.743828292,0.240454657,0.510699047,0.135923943,0.209610813,0.067760122,0.143914991,1,-1.060554118,1.053152585,-0.440901593,1.468484412,-0.448500662,0.698382062,-1.191120183,1.153903088,,
0.173088197,0.743847275,-0.721428773,0.524600498,0.30390413,-1.051663974,0.480314741,1.142887019,-0.382408049,-0.873132723,-0.125792432,0.189069948,-0.107762588,-0.246048801,-0.035448307,0.053279911,1,0.30390413,-1.051663974,-0.119215699,2.119277441,0.480314741,1.142887019,3.327977695,0.700364443,,
0.797503794,-0.996328591,1.578593758,0.824300539,-0.119215699,2.119277441,3.327977695,0.700364443,-0.560744202,0.888787286,1.701616167,0.912284374,-0.158017716,0.250460257,0.479515436,0.257081737,1,0.30390413,-1.051663974,-0.119215699,2.119277441,0.480314741,1.142887019,3.327977695,0.700364443,,
-0.54747537,-1.929677263,-0.708137238,-0.245749848,-0.956451044,1.076994793,0.455329504,0.716795386,-0.774411417,0.01331396,-0.057374934,0.638962649,-0.218229137,0.003751874,-0.016168256,0.180059674,0,-0.956451044,1.076994793,-0.825153216,2.478860428,0.455329504,0.716795386,-0.352821694,-0.614768372,,
0.80491828,0.425405404,-0.016936331,0.135677736,-0.825153216,2.478860428,-0.352821694,-0.614768372,0.131133505,0.813565504,0.135931154,-0.884478403,0.036953422,0.229262759,0.038305399,-0.249246014,0,-0.956451044,1.076994793,-0.825153216,2.478860428,0.455329504,0.716795386,-0.352821694,-0.614768372,,
-0.964375065,0.346535548,0.874207557,-0.727440526,-0.715155669,1.418451413,0.351618915,0.524223452,-0.110277194,0.610461189,-0.66414247,1.037363451,-0.031076113,0.172027963,-0.187155348,0.29232902,1,-0.715155669,1.418451413,0.131167523,0.34048129,0.351618915,0.524223452,-0.546379062,1.641200759,,
-0.10894772,-0.796135186,-0.56229597,-0.001750981,0.131167523,0.34048129,-0.546379062,1.641200759,0.890121343,0.022566337,-0.76693386,1.1255845,0.250836194,0.006359194,-0.216121962,0.317189712,0,-0.715155669,1.418451413,0.131167523,0.34048129,0.351618915,0.524223452,-0.546379062,1.641200759,,
-0.411233918,-0.276332798,-0.351901587,-0.823448388,-1.314298568,0.857617177,-0.397253886,1.397051106,-1.136370857,0.249455415,-1.223949585,0.890276828,-0.320229308,0.070296536,-0.344908993,0.25088001,0,-1.314298568,0.857617177,0.206915252,-0.955604019,-0.397253886,1.397051106,0.066772695,1.121128794,,
0.6628617,-0.583737814,-0.817222682,0.106761331,0.206915252,-0.955604019,0.066772695,1.121128794,0.966415547,-0.738235847,-0.262259007,0.463371194,0.272335901,-0.208034862,-0.073904588,0.130578002,0,-1.314298568,0.857617177,0.206915252,-0.955604019,-0.397253886,1.397051106,0.066772695,1.121128794,,
0.331791374,-1.440285858,0.710226087,-1.078588858,0.841574455,-0.985990299,-0.70865886,0.07893776,0.177041213,0.555976218,-1.04367128,0.856365032,0.049890214,0.156674098,-0.294106567,0.241323666,1,0.841574455,-0.985990299,-1.111078069,1.223251986,-0.70865886,0.07893776,2.25485494,0.184446254,,
-0.60800055,0.740384104,0.236446978,0.020859334,-1.111078069,1.223251986,2.25485494,0.184446254,-0.915768688,0.72834671,1.585455996,-0.563481465,-0.258063616,0.205248103,0.4467815,-0.158789077,0,0.841574455,-0.985990299,-1.111078069,1.223251986,-0.70865886,0.07893776,2.25485494,0.184446254,,
-1.169179292,1.742578923,0.4927676,0.31586426,-0.468772946,1.166103155,-0.932335053,0.081771843,-0.203143053,0.274287471,-0.877592716,-0.526965283,-0.057245712,0.077294209,-0.247305627,-0.148498817,1,-0.468772946,1.166103155,-0.859778709,-1.60462919,-0.932335053,0.081771843,1.779292621,-0.77615564,,
-0.793521896,0.481361089,0.570184955,-0.545020039,-0.859778709,-1.60462919,1.779292621,-0.77615564,0.528060611,-0.032066126,1.027671661,-0.938193245,0.14880748,-0.009036234,0.289597874,-0.264382856,0,-0.468772946,1.166103155,-0.859778709,-1.60462919,-0.932335053,0.081771843,1.779292621,-0.77615564,,
0.306576798,1.080781638,-0.290903709,-0.099853218,-1.66633613,-0.498651219,1.448723816,-1.077932146,-1.143184574,-0.412116182,0.988630388,-0.200896829,-0.322149413,-0.11613434,0.278596043,-0.056612726,1,-1.66633613,-0.498651219,-0.920573579,2.368920454,1.448723816,-1.077932146,1.06832814,1.870021341,,
-1.046424824,-1.203160661,0.941574075,-1.140462021,-0.920573579,2.368920454,1.06832814,1.870021341,0.036143043,0.753929366,0.196834742,1.1341998,0.01018511,0.212457295,0.05546803,0.319617504,1,-1.66633613,-0.498651219,-0.920573579,2.368920454,1.448723816,-1.077932146,1.06832814,1.870021341,,
0.107977219,-0.381085225,1.186029652,0.202236259,0.042912346,-2.404293808,-0.144736493,-0.799120522,-0.037721624,-0.991566108,-0.094193491,-0.555680209,-0.010629954,-0.279423329,-0.026543726,-0.156590683,1,0.042912346,-2.404293808,0.833213216,1.183728041,-0.144736493,-0.799120522,-2.105531501,0.791938891,,
0.006056435,-1.616813448,-1.25750825,-0.546512852,0.833213216,1.183728041,-2.105531501,0.791938891,0.905282093,0.309936235,-0.377689281,0.262493317,0.255108494,0.087340031,-0.106432839,0.073970617,1,0.042912346,-2.404293808,0.833213216,1.183728041,-0.144736493,-0.799120522,-2.105531501,0.791938891,,
1.195057541,-0.296424073,-0.20604295,0.44739881,-0.42433448,-1.394439893,0.583441571,0.445243428,0.882898915,-1.722443026,0.076627061,-0.001367999,0.248800914,-0.485384445,0.021593506,-0.000385502,0,-0.42433448,-1.394439893,0.013581826,0.509542158,0.583441571,0.445243428,0.71478359,-1.212246799,,
0.653649655,-0.167442405,-0.510701003,-1.079002747,0.013581826,0.509542158,0.71478359,-1.212246799,-0.369251362,0.418338346,0.499357816,-0.132917907,-0.104055034,0.117887746,0.140719033,-0.037456266,0,-0.42433448,-1.394439893,0.013581826,0.509542158,0.583441571,0.445243428,0.71478359,-1.212246799,,
0.43263238,0.069204167,0.590426004,1.532427873,-0.328526996,0.951417451,-0.280423797,1.317172369,-0.127901233,0.73725534,-0.448393568,0.27152326,-0.036042567,0.207758555,-0.126357307,0.076515255,1,-0.328526996,0.951417451,0.059398406,0.27756907,-0.280423797,1.317172369,1.408952112,-1.514801742,,
0.716360054,-0.233666794,0.352880876,0.053656722,0.059398406,0.27756907,1.408952112,-1.514801742,-0.753061936,0.161276431,0.74193342,-0.39327057,-0.212212854,0.045447698,0.209076838,-0.110823647,0,-0.328526996,0.951417451,0.059398406,0.27756907,-0.280423797,1.317172369,1.408952112,-1.514801742,,
-0.028857684,0.6372721,0.102161193,-0.771436529,0.612971119,-0.943323517,0.537791448,-0.344026862,0.482204086,-0.165805797,0.834783444,-0.212110846,0.135885111,-0.046724074,0.235241975,-0.059772836,1,0.612971119,-0.943323517,1.026010554,1.815369737,0.537791448,-0.344026862,-0.115364124,-0.01862516,,
0.213790195,-1.736848206,-0.522171301,0.58487911,1.026010554,1.815369737,-0.115364124,-0.01862516,0.854432593,0.13661317,0.326105616,0.940434826,0.240779105,0.038497591,0.091896563,0.265014534,1,0.612971119,-0.943323517,1.026010554,1.815369737,0.537791448,-0.344026862,-0.115364124,-0.01862516,,
0.389207999,-0.39159931,-0.752697079,1.324872583,-1.042343541,-0.77052551,-2.088014502,0.885646816,-0.364866249,0.00617258,-1.639060156,0.01508241,-0.102819309,0.001739433,-0.461887152,0.004250223,1,-1.042343541,-0.77052551,-2.376944851,0.776412344,-2.088014502,0.885646816,1.544954779,0.503446806,,
-1.347305574,-0.706817663,0.117779754,-0.093708594,-2.376944851,0.776412344,1.544954779,0.503446806,-1.149044327,0.553519309,0.929434707,-0.499641564,-0.323800691,0.155981741,0.2619147,-0.140798993,1,-1.042343541,-0.77052551,-2.376944851,0.776412344,-2.088014502,0.885646816,1.544954779,0.503446806,,
0.139817522,-1.082887766,0.156084136,-0.455090621,-1.330879597,-0.231881006,0.722013054,0.112013162,-0.543323575,0.587544551,1.228086141,0.195276088,-0.153108583,0.165570054,0.346074675,0.055028802,1,-1.330879597,-0.231881006,-0.575059566,0.882590766,0.722013054,0.112013162,1.782117437,0.628656192,,
1.25358993,0.07595497,0.871779558,-0.337339062,-0.575059566,0.882590766,1.782117437,0.628656192,-1.560347425,0.170581757,1.055308048,0.068323789,-0.439705904,0.048069939,0.297385808,0.019253644,0,-1.330879597,-0.231881006,-0.575059566,0.882590766,0.722013054,0.112013162,1.782117437,0.628656192,,
1.31790064,0.859124606,0.15581143,0.036844778,0.69859403,1.616116212,0.087700286,-0.119768279,-0.687620177,1.318430748,0.273110078,-0.655943005,-0.193771366,0.371533785,0.07696242,-0.184844739,1,0.69859403,1.616116212,-0.883245875,-0.755252188,0.087700286,-0.119768279,-1.054166582,-0.920652487,,
0.642502292,-0.438133786,-0.418020472,0.72142079,-0.883245875,-0.755252188,-1.054166582,-0.920652487,-0.405667123,-1.672552395,-0.648406153,-0.436584147,-0.114316995,-0.471325265,-0.182720854,-0.123029413,1,0.69859403,1.616116212,-0.883245875,-0.755252188,0.087700286,-0.119768279,-1.054166582,-0.920652487,,
-0.163327421,-1.420083929,-1.23585966,0.031002348,0.864879953,-0.88687905,-0.660928112,1.117066361,0.945453776,-0.160605968,-0.250533815,0.773853451,0.266428874,-0.045258762,-0.070600429,0.218071902,1,0.864879953,-0.88687905,-0.360701127,-2.576492381,-0.660928112,1.117066361,1.344335649,0.051703831,,
0.049378828,0.392978687,0.655474479,0.454374005,-0.360701127,-2.576492381,1.344335649,0.051703831,-0.511107158,-1.29446351,0.006960455,0.3510728,-0.144029997,-0.364779817,0.001961456,0.098932315,1,0.864879953,-0.88687905,-0.360701127,-2.576492381,-0.660928112,1.117066361,1.344335649,0.051703831,,
-0.748243456,0.493993012,-0.157320337,-0.090782339,-0.794171747,2.200188893,-1.943693753,0.128332512,0.096956989,1.376471959,-1.42824733,0.199043686,0.02732248,0.387889798,-0.402480098,0.056090511,1,-0.794171747,2.200188893,-0.948101325,-0.669087349,-1.943693753,0.128332512,0.651268465,-0.151250634,,
-0.512002889,0.670918649,-0.571630985,-0.009218363,-0.948101325,-0.669087349,0.651268465,-0.151250634,-1.115148632,-0.543982031,0.944230335,-0.093576194,-0.314248884,-0.153294136,0.266084108,-0.026369771,1,-0.794171747,2.200188893,-0.948101325,-0.669087349,-1.943693753,0.128332512,0.651268465,-0.151250634,,
0.63808855,-1.382818917,0.047565007,-0.078722483,0.980459234,-2.861079918,1.170330838,-0.259832809,0.159465872,-1.488158071,0.938309645,0.267931205,0.044937483,-0.419362944,0.264415658,0.075503014,1,0.980459234,-2.861079918,-0.584233529,-0.100377298,1.170330838,-0.259832809,0.954507906,1.314651564,,
0.522971397,-0.55878578,0.280562512,-0.667648543,-0.584233529,-0.100377298,0.954507906,1.314651564,-0.50283341,0.482302122,0.78975379,0.898217953,-0.141698455,0.135912738,0.222552618,0.253117819,1,0.980459234,-2.861079918,-0.584233529,-0.100377298,1.170330838,-0.259832809,0.954507906,1.314651564,,
0.661704532,-0.265612957,-1.596084232,-0.547786016,0.245966229,0.696228388,1.874758772,0.213864902,0.202800553,0.40799463,0.660214386,0.496848637,0.057149196,0.114972887,0.186048414,0.140011946,0,0.245966229,0.696228388,1.920251106,0.889228796,1.874758772,0.213864902,-1.001077257,1.36135992,,
-0.722750017,-0.142011134,-0.121540912,0.947985452,1.920251106,0.889228796,-1.001077257,1.36135992,0.941293907,0.801829109,0.041582324,0.303689772,0.265256623,0.225955443,0.011717899,0.085579778,0,0.245966229,0.696228388,1.920251106,0.889228796,1.874758772,0.213864902,-1.001077257,1.36135992,,
0.246011028,0.861608076,0.812064425,1.11635566,0.95736982,-1.446060585,0.131279501,-1.927512827,0.811514026,-1.157397937,0.40302205,-0.999826165,0.228684653,-0.326154739,0.113571614,-0.281751013,0,0.95736982,-1.446060585,0.83115925,-1.124733478,0.131279501,-1.927512827,1.021031146,-0.441543911,,
-0.452282271,-0.453377445,-0.427762427,0.195591399,0.83115925,-1.124733478,1.021031146,-0.441543911,0.337391323,-0.194898299,0.144341172,0.209534742,0.095076875,-0.054922341,0.040675342,0.05904689,0,0.95736982,-1.446060585,0.83115925,-1.124733478,0.131279501,-1.927512827,1.021031146,-0.441543911,,
-0.201635045,1.394242009,0.491595118,0.405413503,-0.021070716,-0.285901482,-1.575079264,-1.361738535,-0.110430835,0.194493921,-0.664618195,-0.699321074,-0.031119409,0.054808387,-0.187289407,-0.197068679,0,-0.021070716,-0.285901482,0.209193865,-1.51869671,-1.575079264,-1.361738535,0.499955411,-0.237792552,,
0.075260752,-0.714860315,0.795991273,0.531386255,0.209193865,-1.51869671,0.499955411,-0.237792552,0.404988761,-0.027336154,0.715195996,-0.326868739,0.114125833,-0.007703328,0.201542232,-0.092111611,0,-0.021070716,-0.285901482,0.209193865,-1.51869671,-1.575079264,-1.361738535,0.499955411,-0.237792552,,
-0.545838283,0.678719837,0.290715387,-0.260134845,-0.758264708,1.625238403,-1.033664363,-1.302980252,-0.178704537,0.784790778,-2.061235068,-0.93509877,-0.050358939,0.221154041,-0.580856042,-0.263510833,1,-0.758264708,1.625238403,-0.794899243,-0.119315386,-1.033664363,-1.302980252,-1.856708604,-0.835022897,,
0.273783571,-0.509852593,-1.162489041,0.260128137,-0.794899243,-0.119315386,-1.856708604,-0.835022897,-0.602527511,9.18E-05,-1.240271542,-0.83502764,-0.169792253,2.59E-05,-0.349508521,-0.235310789,0,-0.758264708,1.625238403,-0.794899243,-0.119315386,-1.033664363,-1.302980252,-1.856708604,-0.835022897,,
0.20957854,0.532908681,1.230149185,0.32487909,0.643641453,1.0169057,2.45911053,1.294080054,-0.103445559,-0.15421449,1.270723068,0.92661304,-0.029150959,-0.043457643,0.358089761,0.261119555,1,0.643641453,1.0169057,-1.281342404,1.96043662,2.45911053,1.294080054,1.143869434,-0.37161484,,
-0.846962046,-1.123305375,-0.45048448,-0.194797745,-1.281342404,1.96043662,1.143869434,-0.37161484,-0.830644205,1.542963114,0.592563234,-0.279633439,-0.234075537,0.434807006,0.166984319,-0.078800703,0,0.643641453,1.0169057,-1.281342404,1.96043662,2.45911053,1.294080054,1.143869434,-0.37161484,,
-0.71895641,-0.989605601,0.798371609,-0.895132147,0.104399091,-0.737360061,0.535315129,-0.936731363,0.334521007,0.340764207,0.346460145,-0.384398116,0.09426802,0.096027354,0.097632469,-0.108323389,1,0.104399091,-0.737360061,-1.343118332,-0.282581455,0.535315129,-0.936731363,0.795374141,0.293150525,,
-0.393514876,0.535092362,0.531290329,-0.114014978,-1.343118332,-0.282581455,0.795374141,0.293150525,-0.556482341,-0.603970848,-0.144838833,-0.42042425,-0.156816724,-0.170198985,-0.040815583,-0.118475554,0,0.104399091,-0.737360061,-1.343118332,-0.282581455,0.535315129,-0.936731363,0.795374141,0.293150525,,
-1.163020823,0.075654197,-1.288739054,-0.431700537,1.610169352,0.877727726,1.04331809,0.640609999,0.289111548,0.406345974,-0.164611168,0.781735275,0.081471634,0.114508295,-0.046387427,0.220293,0,1.610169352,0.877727726,0.26573855,1.321714281,1.04331809,0.640609999,0.190656543,-1.066379259,,
0.705237041,0.742288664,0.419530884,-0.631281817,0.26573855,1.321714281,0.190656543,-1.066379259,-0.057963467,0.743341337,-0.423966448,-0.314737229,-0.016334105,0.209473589,-0.119473745,-0.088692951,1,1.610169352,0.877727726,0.26573855,1.321714281,1.04331809,0.640609999,0.190656543,-1.066379259,,
0.198042385,-1.30079552,0.683820049,0.287322108,1.111143422,-1.593905021,0.914889573,-1.51118504,0.937310793,-0.913224796,0.361403193,-1.69593821,0.264134181,-0.257346748,0.10184342,-0.477915388,1,1.111143422,-1.593905021,-0.39844645,-1.988558175,0.914889573,-1.51118504,-0.417956116,1.188314993,,
0.047794077,0.338168315,0.098927895,-0.026041669,-0.39844645,-1.988558175,-0.417956116,1.188314993,-0.292204852,-0.829635734,-0.004374908,0.966733342,-0.082343327,-0.23379135,-0.001232849,0.272425456,1,1.111143422,-1.593905021,-0.39844645,-1.988558175,0.914889573,-1.51118504,-0.417956116,1.188314993,,
-0.61864229,1.584967544,0.006721457,0.015838434,0.590541298,-0.393678687,-1.257142345,0.39239999,1.578146082,-1.306425808,-0.816545226,0.316010569,0.444721566,-0.368150793,-0.230102445,0.089051778,1,0.590541298,-0.393678687,0.042959408,1.844024542,-1.257142345,0.39239999,-1.207259951,-0.305795592,,
-0.77804179,-0.294148186,-0.629819878,0.092192521,0.042959408,1.844024542,-1.207259951,-0.305795592,0.155671876,0.515289067,-0.757157257,-0.251805099,0.043868335,0.145208459,-0.213366915,-0.070958677,1,0.590541298,-0.393678687,0.042959408,1.844024542,-1.257142345,0.39239999,-1.207259951,-0.305795592,,
-0.337453949,-0.319241298,0.098100749,0.815334683,0.095988584,0.246087913,0.190948199,-0.445607734,-0.944044827,0.765480839,0.071550891,0.687672522,-0.266031832,0.2157125,0.020163041,0.193786117,0,0.095988584,0.246087913,-0.119214431,-0.591392524,0.190948199,-0.445607734,-0.194776392,0.682682707,,
1.133375407,-1.053773819,0.266954041,-0.787365625,-0.119214431,-0.591392524,-0.194776392,0.682682707,0.443587029,0.379475776,0.063356326,0.662905598,0.125002825,0.106936274,0.017853813,0.186806798,1,0.095988584,0.246087913,-0.119214431,-0.591392524,0.190948199,-0.445607734,-0.194776392,0.682682707,,
0.287187794,-0.055012631,0.384156568,-0.435390859,-0.343472173,-0.590376317,-0.182129924,0.709111017,0.055289284,-0.658676011,-0.163560181,1.013017277,0.01558052,-0.1856149,-0.046091259,0.285468269,1,-0.343472173,-0.590376317,0.764349389,-0.077773883,-0.182129924,0.709111017,0.909770332,0.185786992,,
0.851121655,-0.151602983,0.410418149,-0.005602505,0.764349389,-0.077773883,0.909770332,0.185786992,-0.040556941,-0.223873185,0.347921162,-0.126042406,-0.011428946,-0.063087464,0.098044183,-0.03551875,0,-0.343472173,-0.590376317,0.764349389,-0.077773883,-0.182129924,0.709111017,0.909770332,0.185786992,,
0.045023216,0.953227403,-0.30620744,0.508733053,0.864861416,0.711803424,-2.430902966,0.039800426,0.534415142,0.652412983,-1.372623014,0.186499898,0.150598187,0.183849979,-0.386805165,0.052555671,1,0.864861416,0.711803424,0.397062879,1.709626345,-2.430902966,0.039800426,-1.111525825,1.03112605,,
0.422298386,-0.869236636,-1.190426421,-0.716197437,0.397062879,1.709626345,-1.111525825,1.03112605,0.130289048,0.420949664,-0.486288588,0.164969394,0.036715454,0.118623615,-0.137036124,0.046488375,1,0.864861416,0.711803424,0.397062879,1.709626345,-2.430902966,0.039800426,-1.111525825,1.03112605,,
0.029509621,-0.249435375,0.666974479,1.463337446,0.268263862,-0.234221565,1.76499495,-0.336947873,0.361373317,0.316521938,1.004963157,-1.118675104,0.101835001,0.089195882,0.283198618,-0.315242644,1,0.268263862,-0.234221565,-0.138355553,-0.613080947,1.76499495,-0.336947873,-0.359888442,-0.283792501,,
-0.161186275,-0.529433557,0.40787279,-0.357808193,-0.138355553,-0.613080947,-0.359888442,-0.283792501,-0.003513192,-0.81106956,-0.176675881,-1.571536932,-0.000990018,-0.228559402,-0.049787263,-0.442859107,1,0.268263862,-0.234221565,-0.138355553,-0.613080947,1.76499495,-0.336947873,-0.359888442,-0.283792501,,
0.121926618,-0.344636602,0.413677455,-0.15361017,0.723947892,1.132914513,-1.68640789,-0.388834904,0.390999099,0.174526382,-1.143290954,0.111688402,0.110183546,0.049181534,-0.322179391,0.031473792,1,0.723947892,1.132914513,0.075709256,1.524176286,-1.68640789,-0.388834904,1.696451387,-1.455139017,,
-0.348934081,-1.700002094,1.181760793,0.554236677,0.075709256,1.524176286,1.696451387,-1.455139017,0.236227773,0.0783984,0.568306183,-1.171853298,0.066568986,0.022092669,0.160148682,-0.330228259,0,0.723947892,1.132914513,0.075709256,1.524176286,-1.68640789,-0.388834904,1.696451387,-1.455139017,,
0.280446227,-0.761948695,0.099708949,0.753121065,-0.918126718,-0.103097039,-0.362042033,-0.013645894,-0.521132839,-0.149833225,-0.335972574,0.375365952,-0.146855234,-0.042223003,-0.094677071,0.105778125,1,-0.918126718,-0.103097039,-1.233787642,0.906973436,-0.362042033,-0.013645894,0.013888653,1.230985146,,
-0.841880355,0.828043644,-0.136576732,-1.303266894,-1.233787642,0.906973436,0.013888653,1.230985146,-0.440182905,2.031267801,0.18096786,-0.223100725,-0.124043543,0.572411266,0.050996743,-0.062869784,1,-0.918126718,-0.103097039,-1.233787642,0.906973436,-0.362042033,-0.013645894,0.013888653,1.230985146,,
-1.022197687,0.897194292,-0.204062172,-0.806172091,2.346890849,-0.118133535,0.412215845,1.46741484,1.009517722,-0.147798552,0.23593918,0.707196257,0.284482094,-0.041649632,0.066487661,0.199287905,0,2.346890849,-0.118133535,-0.338921328,-0.811429483,0.412215845,1.46741484,-0.631777367,-0.106986139,,
-0.869133527,-0.939146962,-0.045230677,-0.26893934,-0.338921328,-0.811429483,-0.631777367,-0.106986139,-0.230688622,0.48705987,-0.51946654,-0.486867061,-0.065008054,0.137253471,-0.146385671,-0.137199138,0,2.346890849,-0.118133535,-0.338921328,-0.811429483,0.412215845,1.46741484,-0.631777367,-0.106986139,,
0.107626542,-0.676005226,-0.342625835,-1.267473403,-1.388766628,-1.252103174,-0.947718635,-0.310110037,-0.648421166,-0.481186704,-0.020997831,0.953926979,-0.182725085,-0.135598413,-0.005917189,0.268816623,1,-1.388766628,-1.252103174,0.781080948,0.504504271,-0.947718635,-0.310110037,1.496612352,-0.515825931,,
1.154633134,0.414235302,0.967955295,0.520144889,0.781080948,0.504504271,1.496612352,-0.515825931,-0.111471428,0.319404983,1.054437651,-1.044266991,-0.031412648,0.090008324,0.29714053,-0.294274438,0,-1.388766628,-1.252103174,0.781080948,0.504504271,-0.947718635,-0.310110037,1.496612352,-0.515825931,,
0.999778821,0.289363299,0.417708181,-0.33117579,-0.321920192,0.347264287,-0.557360504,-0.44957395,-0.004970872,0.137299015,0.066625892,-0.872871546,-0.001400792,0.038690862,0.018775176,-0.245975202,0,-0.321920192,0.347264287,-1.610040719,-0.389698827,-0.557360504,-0.44957395,0.31574001,0.055772211,,
