target,h1real,h1imag,h2real,h2imag,y1real,y1imag,y2real,y2imag,n1real,n1imag,n2real,n2imag,ymod1real ,ymod1img,ymod2real,ymod2img,ymod3real,ymod3img,ymod4real,ymod4img,,,,
1,-0.310395944,-0.911749057,-1.269029579,0.040703641,0.460801958,-0.87306609,2.808136925,0.44312157,0.224484104,-0.393514876,1.059506369,0.531290329,-0.97965309,-1.40783287,0.460801958,-0.87306609,0.240967839,0.799504522,2.808136925,0.44312157,,,,
1,0.594235236,-0.368355177,-0.627933507,-0.904408588,-0.609078799,-1.268896228,-0.395029552,-1.683263195,-1.098703076,-1.163020823,-0.250522009,-1.288739054,-0.609078799,-1.268896228,0.74388859,0.917123233,-0.395029552,-1.683263195,-0.780232927,1.118260882,,,,
0,0.070776321,-0.039758657,-0.385040099,-0.14826635,0.74388859,0.917123233,-0.780232927,1.118260882,0.307045296,0.705237041,-0.071755796,0.419530884,-0.609078799,-1.268896228,0.74388859,0.917123233,-0.395029552,-1.683263195,-0.780232927,1.118260882,,,,
0,0.214621612,0.135836315,-0.424494983,0.701684891,0.881805966,-0.207667415,-0.300938725,-0.53960277,1.4345556,0.198042385,-0.259658009,0.683820049,0.881805966,-0.207667415,-1.582895822,0.234667834,-0.300938725,-0.53960277,-0.20988112,0.244895321,,,,
0,0.346457801,0.407466177,0.522808678,0.92332856,-1.582895822,0.234667834,-0.20988112,0.244895321,-1.671441224,0.047794077,0.516087785,0.098927895,0.881805966,-0.207667415,-1.582895822,0.234667834,-0.300938725,-0.53960277,-0.20988112,0.244895321,,,,
0,1.21048746,-0.515697099,-0.137266069,-0.611346624,-0.668442545,-0.13925211,1.345510552,-0.253329109,-0.989257066,-0.61864229,0.92976554,0.006721457,-0.668442545,-0.13925211,2.179616147,-0.376238055,1.345510552,-0.253329109,0.105835751,0.562566745,,,,
0,-1.512045512,-0.067119277,-0.593678897,0.97807994,2.179616147,-0.376238055,0.105835751,0.562566745,0.285547661,-0.77804179,-0.243362274,-0.629819878,-0.668442545,-0.13925211,2.179616147,-0.376238055,1.345510552,-0.253329109,0.105835751,0.562566745,,,,
0,0.957842835,0.92184194,-0.758128275,-0.088962646,-0.814466115,-1.251033728,1.768619425,-0.609984688,-0.693010082,-0.337453949,1.313341541,0.098100749,-0.814466115,-1.251033728,-0.9627,1.363525689,1.768619425,-0.609984688,0.16581552,-0.585306213,,,,
1,0.679496998,-0.422053501,0.087716455,-1.075259329,-0.9627,1.363525689,0.16581552,-0.585306213,0.218876739,1.133375407,-0.345847854,0.266954041,-0.814466115,-1.251033728,-0.9627,1.363525689,1.768619425,-0.609984688,0.16581552,-0.585306213,,,,
1,1.015897924,0.475063752,-1.386565687,0.016153352,0.379275311,1.180771484,-0.490212403,0.521091128,-0.491356692,0.287187794,-0.127556832,0.384156568,0.379275311,1.180771484,1.411221,1.011536466,-0.490212403,0.521091128,-0.380203805,0.521652497,,,,
0,-0.139793756,-0.832822296,-0.854075733,-0.236582489,1.411221,1.011536466,-0.380203805,0.521652497,0.888326472,0.851121655,1.35109977,0.410418149,0.379275311,1.180771484,1.411221,1.011536466,-0.490212403,0.521091128,-0.380203805,0.521652497,,,,
0,2.056272198,-1.293620184,0.583517876,0.30404856,-0.747380762,0.867857856,-0.672518513,0.327718743,0.019228327,0.045023216,0.302026121,-0.30620744,-0.747380762,0.867857856,-1.939702386,-0.625350502,-0.672518513,0.327718743,-0.922714774,-0.030352657,,,,
1,0.975080437,-0.123031957,-0.748246436,1.153462576,-1.939702386,-0.625350502,-0.922714774,-0.030352657,0.228653468,0.422298386,-1.165996479,-1.190426421,-0.747380762,0.867857856,-1.939702386,-0.625350502,-0.672518513,0.327718743,-0.922714774,-0.030352657,,,,
1,-0.331361255,-0.961260772,-0.192664967,0.686251856,0.403346863,-0.581593629,-0.589041977,1.120996766,0.099233943,0.029509621,-0.352169397,0.666974479,0.403346863,-0.581593629,0.51393344,-0.895191335,-0.589041977,1.120996766,-0.097783718,0.807468552,,,,
1,0.776703496,0.101568684,-0.196485128,0.058409559,0.51393344,-0.895191335,-0.097783718,0.807468552,-0.302481207,-0.161186275,-0.106684271,0.40787279,0.403346863,-0.581593629,0.51393344,-0.895191335,-0.589041977,1.120996766,-0.097783718,0.807468552,,,,
1,0.496064722,0.506757985,-1.450853219,0.843920532,-1.647970468,-0.06853174,-1.900616858,1.624883456,-2.044111395,0.121926618,-0.519399672,0.413677455,-1.647970468,-0.06853174,-0.051121652,0.582875139,-1.900616858,1.624883456,0.690239694,0.990536241,,,,
1,-0.250209733,-0.757355146,-0.582363617,0.932604696,-0.051121652,0.582875139,0.690239694,0.990536241,0.534724908,-0.348934081,0.085413438,1.181760793,-1.647970468,-0.06853174,-0.051121652,0.582875139,-1.900616858,1.624883456,0.690239694,0.990536241,,,,
0,-1.115147715,-0.855601426,0.35919232,-0.759513931,0.604391861,0.518669493,-0.452059626,0.994154236,-0.364800381,0.280446227,-0.2410233,0.099708949,0.604391861,0.518669493,-0.033084923,-1.691608268,-0.452059626,0.994154236,-0.710228441,-0.2905505,,,,
1,0.199392844,-0.475571795,0.023673852,0.520757403,-0.033084923,-1.691608268,-0.710228441,-0.2905505,-0.763669774,-0.841880355,-0.493128429,-0.136576732,0.604391861,0.518669493,-0.033084923,-1.691608268,-0.452059626,0.994154236,-0.710228441,-0.2905505,,,,
0,-0.943052718,-0.756576461,0.797257436,0.236679331,0.124339152,-0.581995599,-0.531511143,-0.426288256,-0.412240929,-1.022197687,-0.131610542,-0.204062172,0.124339152,-0.581995599,-0.471390261,-0.033694427,-0.531511143,-0.426288256,0.700018664,-0.13060935,,,,
0,0.247614236,0.291244976,-0.211471618,0.10897943,-0.471390261,-0.033694427,0.700018664,-0.13060935,0.41575094,-0.869133527,-0.014878515,-0.045230677,0.124339152,-0.581995599,-0.471390261,-0.033694427,-0.531511143,-0.426288256,0.700018664,-0.13060935,,,,
1,0.016185528,0.392140701,-0.185258749,-0.82932714,-0.913927629,0.877000948,-0.800372627,-0.835028301,-0.056399762,0.107626542,-0.590798171,-0.342625835,-0.913927629,0.877000948,-0.26981533,0.80255987,-0.800372627,-0.835028301,0.136572668,0.21950808,,,,
1,-1.237587034,0.712471378,-0.201985739,0.08027096,-0.26981533,0.80255987,0.136572668,0.21950808,0.691988893,1.154633134,0.166508028,0.967955295,-0.913927629,0.877000948,-0.26981533,0.80255987,-0.800372627,-0.835028301,0.136572668,0.21950808,,,,
1,-0.587864898,0.516223919,-0.692403419,-0.695447849,-0.637155373,1.282095024,-0.618182888,0.319326604,0.400256197,0.999778821,0.155061625,0.417708181,-0.637155373,1.282095024,0.346509648,0.830574471,-0.618182888,0.319326604,1.176033443,-1.34475718,,,,
1,-0.817699452,0.036791867,-0.37728185,0.620556468,0.346509648,0.830574471,1.176033443,-1.34475718,0.571137934,0.551544794,1.069517915,-0.464741843,-0.637155373,1.282095024,0.346509648,0.830574471,-0.618182888,0.319326604,1.176033443,-1.34475718,,,,
0,-1.416077309,0.717106007,0.681813163,-0.059643333,0.469268298,0.502765879,-0.130173908,-0.116773496,-0.30521092,0.093206759,0.383648266,-0.793668793,0.469268298,0.502765879,-0.833246617,-1.282682787,-0.130173908,-0.116773496,0.486603646,0.213561577,,,,
0,0.367738024,-1.310644747,-0.01416183,-0.775569362,-0.833246617,-1.282682787,0.486603646,0.213561577,0.48033756,0.16959704,-0.006199142,0.807626333,0.469268298,0.502765879,-0.833246617,-1.282682787,-0.130173908,-0.116773496,0.486603646,0.213561577,,,,
0,-0.024586871,0.154593078,-0.564386883,0.561616627,1.731651923,-0.571528399,-0.284260036,-0.835077662,1.351946671,-0.778430241,-0.691985907,-0.1477022,1.731651923,-0.571528399,-0.79832038,-0.58306261,-0.284260036,-0.835077662,0.514782568,0.472892011,,,,
1,0.720319271,0.327478259,-0.094198983,-0.433194844,-0.79832038,-0.58306261,0.514782568,0.472892011,-0.343745256,-1.036676071,0.05508217,0.428705408,1.731651923,-0.571528399,-0.79832038,-0.58306261,-0.284260036,-0.835077662,0.514782568,0.472892011,,,,
0,-0.505249124,1.587030326,0.955574041,0.051157484,0.486162733,-0.779276599,-0.521578901,0.892288666,0.018526907,0.870327841,-0.157531988,0.808542472,0.486162733,-0.779276599,-0.547194556,-1.335827028,-0.521578901,0.892288666,1.489870226,-0.690862574,,,,
0,-0.158937138,0.612011099,-0.416506422,-0.29394179,-0.547194556,-1.335827028,1.489870226,-0.690862574,-0.339203011,-0.725255137,0.583071281,-0.501363328,0.486162733,-0.779276599,-0.547194556,-1.335827028,-0.521578901,0.892288666,1.489870226,-0.690862574,,,,
1,-0.207715161,-0.788380295,-0.599574397,0.484546639,0.375120596,-1.140686939,-2.195393264,-0.817490099,-0.042711602,-0.072236983,-0.570468175,-0.279394431,0.375120596,-1.140686939,0.372505846,-0.293837324,-2.195393264,-0.817490099,1.413887658,-2.844718091,,,,
0,-0.792050318,0.733745767,1.786151512,1.288498129,0.372505846,-0.293837324,1.413887658,-2.844718091,1.211159225,-0.373037217,0.644993356,-1.78511578,0.375120596,-1.140686939,0.372505846,-0.293837324,-2.195393264,-0.817490099,1.413887658,-2.844718091,,,,
0,1.170613574,-0.374051351,0.217460197,-1.151146316,-0.518025666,1.474385237,-0.603358472,0.798316636,1.052770067,0.450198432,-0.018913727,-0.16576151,-0.518025666,1.474385237,1.008181173,0.981119988,-0.603358472,0.798316636,0.858555762,-0.515206542,,,,
1,-0.888916917,1.143605517,-0.611978313,0.186772881,1.008181173,0.981119988,0.858555762,-0.515206542,1.354692308,0.490280571,0.65030992,0.187049961,-0.518025666,1.474385237,1.008181173,0.981119988,-0.603358472,0.798316636,0.858555762,-0.515206542,,,,
1,-0.124828469,-0.797012711,0.559615664,-0.395397042,-1.893750386,-2.845102643,-1.566634679,0.11102379,-1.278518842,-2.106148664,-0.894707761,-0.213060559,-1.893750386,-2.845102643,-0.209925547,0.336247769,-1.566634679,0.11102379,-1.633864373,-0.201416773,,,,
1,-0.941869359,-0.571939895,-1.647464865,0.820954003,-0.209925547,0.336247769,-1.633864373,-0.201416773,0.412689166,0.555846017,-0.082157293,0.739043597,-1.893750386,-2.845102643,-0.209925547,0.336247769,-1.566634679,0.11102379,-1.633864373,-0.201416773,,,,
0,-1.024666522,0.418681651,0.235827772,0.17164852,0.438239975,-0.616205907,0.284734947,0.61741031,-0.10169063,-0.224307792,0.759976842,0.368060138,0.438239975,-0.616205907,0.152510391,-0.025835933,0.284734947,0.61741031,0.187475965,0.048850065,,,,
0,0.276728788,0.17004326,0.31938558,-0.580888503,0.152510391,-0.025835933,0.187475965,0.048850065,1.203629408,0.168278038,0.276645159,0.651863658,0.438239975,-0.616205907,0.152510391,-0.025835933,0.284734947,0.61741031,0.187475965,0.048850065,,,,
0,-0.092125162,0.702236319,0.129887805,0.244938059,-0.092688605,0.610359316,1.757724558,-0.83994905,0.090037019,1.388477801,1.591648591,-0.644482054,-0.092688605,0.610359316,0.2964895,1.689389423,1.757724558,-0.83994905,-0.806795766,0.215998238,,,,
1,-0.336691027,-0.184649288,0.609541327,-0.130611748,0.2964895,1.689389423,-0.806795766,0.215998238,-0.007550438,1.484879361,-0.318586382,0.151649016,-0.092688605,0.610359316,0.2964895,1.689389423,1.757724558,-0.83994905,-0.806795766,0.215998238,,,,
1,-0.962863394,-0.071937508,0.321754485,-0.627234222,-1.480207872,-0.183738183,-0.403554712,-0.258101396,-0.420763592,-0.565002751,-0.520196951,-0.572996603,-1.480207872,-0.183738183,0.307977556,-0.347337328,-0.403554712,-0.258101396,-0.937478555,-1.052642157,,,,
1,-0.600128158,0.524232773,-0.236800825,0.984439626,0.307977556,-0.347337328,-0.937478555,-1.052642157,0.057767132,0.083274774,-0.608717796,0.097596925,-1.480207872,-0.183738183,0.307977556,-0.347337328,-0.403554712,-0.258101396,-0.937478555,-1.052642157,,,,
0,0.390876852,1.749311671,0.734748047,0.356324714,-0.888760424,-0.566749636,-1.959622711,0.168736988,-1.314094654,0.290558158,-0.908552233,0.584782044,-0.888760424,-0.566749636,1.110109799,-1.420310976,-1.959622711,0.168736988,0.576952851,-0.797124699,,,,
0,-0.790289892,-0.581581577,0.891420322,0.142115644,1.110109799,-1.420310976,0.576952851,-0.797124699,0.308441509,0.255684943,0.77165347,-0.724437962,-0.888760424,-0.566749636,1.110109799,-1.420310976,-1.959622711,0.168736988,0.576952851,-0.797124699,,,,
0,0.466791692,-0.712093671,-0.047988193,-0.433577768,0.330209255,-0.260900318,1.382718425,-0.588287771,0.850368165,-0.488016189,1.635441558,-0.536615298,0.330209255,-0.260900318,-0.915595143,-1.205116935,1.382718425,-0.588287771,1.002678501,-0.499379655,,,,
1,-0.138042233,-0.465957482,-0.153870926,-0.589182108,-0.915595143,-1.205116935,1.002678501,-0.499379655,-0.766489147,-0.417513137,0.96487141,0.251131056,0.330209255,-0.260900318,-0.915595143,-1.205116935,1.382718425,-0.588287771,1.002678501,-0.499379655,,,,
0,-0.214329454,0.267413145,0.016295717,-0.788666313,0.228674648,0.359253357,0.106707742,0.811940966,0.057756639,0.240922416,-0.330771984,-0.160893781,0.228674648,0.359253357,-0.142799925,-0.106765668,0.106707742,0.811940966,0.136095762,-0.365358429,,,,
1,0.036267758,0.471810885,0.584114601,0.562385219,-0.142799925,-0.106765668,0.136095762,-0.365358429,-0.30149596,-0.70628368,0.629059612,-0.230410454,0.228674648,0.359253357,-0.142799925,-0.106765668,0.106707742,0.811940966,0.136095762,-0.365358429,,,,
0,1.07973557,0.733617526,0.330158364,-0.014447035,-0.249152984,-0.451957377,-1.684323457,-0.972995081,0.459442648,0.422176378,-1.277161136,-0.091645258,-0.249152984,-0.451957377,1.514118502,0.698446536,-1.684323457,-0.972995081,0.440931319,0.395987943,,,,
0,-0.148289724,0.437665924,0.442076341,1.274958435,1.514118502,0.698446536,0.440931319,0.395987943,0.724569772,1.018474014,0.58352733,-0.578691575,-0.249152984,-0.451957377,1.514118502,0.698446536,-1.684323457,-0.972995081,0.440931319,0.395987943,,,,
