target,h1real,h1imag,h2real,h2imag,y1real,y1imag,y2real,y2imag,n1real,n1imag,n2real,n2imag,ymod1real ,ymod1img,ymod2real,ymod2img,ymod3real,ymod3img,ymod4real,ymod4img,,,,
0,-0.056492768,-0.644753311,0.635318465,0.034955575,0.107193355,-0.388841898,-1.798753834,-0.578125865,0.178511618,-0.343032906,-1.351045727,-0.448043468,0.107193355,-0.388841898,-0.708664832,1.689360542,-1.798753834,-0.578125865,0.896331278,-0.322501558,,,,
0,0.129897936,0.762293549,0.205619676,0.217915291,-0.708664832,1.689360542,0.896331278,-0.322501558,-0.647255085,0.779161218,0.664782864,-0.507010535,0.107193355,-0.388841898,-0.708664832,1.689360542,-1.798753834,-0.578125865,0.896331278,-0.322501558,,,,
1,0.079863975,0.211876445,0.311093176,-0.139454507,-0.991444133,1.463082671,2.505293109,0.411130601,-1.232815211,1.555650106,1.000447083,0.629761204,-0.991444133,1.463082671,-0.310727016,-0.177424693,2.505293109,0.411130601,1.506295521,-0.282458779,,,,
1,0.071886203,-0.103536295,1.970943641,-0.072882111,-0.310727016,-0.177424693,1.506295521,-0.282458779,-0.342311987,-0.449318103,0.373187828,-0.264106299,-0.991444133,1.463082671,-0.310727016,-0.177424693,2.505293109,0.411130601,1.506295521,-0.282458779,,,,
1,-0.824956754,-1.979179114,-1.311187456,0.278087544,-0.754293648,-1.565723055,0.095209842,1.294730095,-0.831754194,0.369022326,0.533730327,0.504096022,-0.754293648,-1.565723055,-1.154562029,1.640708187,0.095209842,1.294730095,-0.68349988,0.666430102,,,,
0,-0.806583373,0.700210477,-0.773110572,-0.917565031,-1.154562029,1.640708187,-0.68349988,0.666430102,-0.000997409,0.826187956,0.886755184,0.24039384,-0.754293648,-1.565723055,-1.154562029,1.640708187,0.095209842,1.294730095,-0.68349988,0.666430102,,,,
1,-0.306608074,-1.07619415,-0.119126193,0.439121307,-0.452101449,-0.646715301,-0.81832995,1.208907935,-0.386606697,-0.717522289,-0.519974536,0.065863843,-0.452101449,-0.646715301,-0.802558938,0.546614174,-0.81832995,1.208907935,1.430911859,0.892333304,,,,
0,-0.154526562,-1.065979443,0.38278125,-1.18751664,-0.802558938,0.546614174,1.430911859,0.892333304,-0.534627779,-1.086261185,1.396329055,0.407447413,-0.452101449,-0.646715301,-0.802558938,0.546614174,-0.81832995,1.208907935,1.430911859,0.892333304,,,,
1,0.275252772,0.557890422,0.531199109,-0.462647494,0.875973752,1.377458635,-0.026869548,-0.880834205,-0.233141184,0.404509004,-1.137743898,0.103718471,0.875973752,1.377458635,1.292290981,-0.811363218,-0.026869548,-0.880834205,0.251642046,1.121336422,,,,
1,1.257416805,0.880279361,0.864835824,-0.913768933,1.292290981,-0.811363218,0.251642046,1.121336422,0.670738294,-0.654585357,0.017644035,0.900246338,0.875973752,1.377458635,1.292290981,-0.811363218,-0.026869548,-0.880834205,0.251642046,1.121336422,,,,
1,-0.907399094,-0.4344128,-1.646819532,0.170904323,-0.414936439,0.590095533,-1.756593298,-0.093957385,-0.251639702,0.698565543,0.365445116,-0.503362331,-0.414936439,0.590095533,1.65189181,-1.422741404,-1.756593298,-0.093957385,-0.154898072,0.519910018,,,,
1,0.637761856,0.388448508,-1.297992561,0.330667397,1.65189181,-1.422741404,-0.154898072,0.519910018,0.627542705,-0.943494764,-0.450553229,0.710102558,-0.414936439,0.590095533,1.65189181,-1.422741404,-1.756593298,-0.093957385,-0.154898072,0.519910018,,,,
0,0.047204265,0.135380545,0.025087785,-0.162496643,1.150094282,-0.001847663,-0.248124572,0.377782983,0.078416409,0.430282025,-0.219666195,0.025402404,1.150094282,-0.001847663,-1.511286659,-0.032955868,-0.248124572,0.377782983,0.316547585,0.564696407,,,,
1,1.574845651,-0.409568155,-0.048941868,0.339751499,-1.511286659,-0.032955868,0.316547585,0.564696407,-0.408778436,0.180559755,0.336246716,0.492968117,1.150094282,-0.001847663,-1.511286659,-0.032955868,-0.248124572,0.377782983,0.316547585,0.564696407,,,,
1,-0.358731579,-0.273531984,0.166742619,0.298127208,0.078048432,-1.009002633,-0.780591338,2.314764687,0.510083491,-0.304889872,-0.968833279,1.098782538,0.078048432,-1.009002633,0.568853903,-0.131973979,-0.780591338,2.314764687,0.246727694,0.430811924,,,,
0,0.173810278,0.769124186,0.049529443,-1.590517839,0.568853903,-0.131973979,0.246727694,0.430811924,0.784978708,0.2451191,0.105245615,-0.541986812,0.078048432,-1.009002633,0.568853903,-0.131973979,-0.780591338,2.314764687,0.246727694,0.430811924,,,,
1,-0.430331406,1.275960143,-0.86450407,-0.44693418,-0.611292361,-0.066967339,-0.940938102,-0.143652793,-0.166902405,-0.348923397,-1.12322578,1.063868082,-0.611292361,-0.066967339,-0.308137485,-1.970015106,-0.940938102,-0.143652793,-1.326568542,-1.128094817,,,,
0,0.223799551,0.930876525,-0.949551943,1.097141266,-0.308137485,-1.970015106,-1.326568542,-1.128094817,-0.181876285,-0.459518095,-0.049186185,-0.749877446,-0.611292361,-0.066967339,-0.308137485,-1.970015106,-0.940938102,-0.143652793,-1.326568542,-1.128094817,,,,
0,-0.729864549,-1.038674881,0.94131178,0.125114311,0.372055724,3.195303917,-1.01085601,0.00541626,0.073397004,0.816515166,-0.308652922,0.225748767,0.372055724,3.195303917,1.309177712,2.387360657,-1.01085601,0.00541626,0.392739517,-0.187681608,,,,
1,-0.29620929,2.451015891,-0.099222441,-0.151764012,1.309177712,2.387360657,0.392739517,-0.187681608,0.654848054,1.558129918,1.1087636,-0.189438705,0.372055724,3.195303917,1.309177712,2.387360657,-1.01085601,0.00541626,0.392739517,-0.187681608,,,,
1,0.636270471,0.343853698,-0.212210527,0.233971112,0.718975666,0.011298452,-0.122816878,-0.392021169,0.879378998,0.451172833,-0.163022954,-0.01369606,0.718975666,0.011298452,1.176094765,-0.604680957,-0.122816878,-0.392021169,-0.066268845,-1.71256979,,,,
0,0.727871475,0.896542159,-0.243998488,0.77110999,1.176094765,-0.604680957,-0.066268845,-1.71256979,0.237307738,0.305650579,0.28759537,-1.124116771,0.718975666,0.011298452,1.176094765,-0.604680957,-0.122816878,-0.392021169,-0.066268845,-1.71256979,,,,
1,0.716159066,-0.669241645,0.445006753,-0.310065718,0.221044728,-0.487503521,0.740276587,0.290870851,-0.439678354,0.176529543,-0.008122695,0.539599692,0.221044728,-0.487503521,0.028247117,0.298002442,0.740276587,0.290870851,-0.074850953,0.021771274,,,,
0,-0.150624409,0.242693665,-0.612140437,-0.041297427,0.028247117,0.298002442,-0.074850953,0.021771274,-0.416993977,-0.004053322,0.048617518,-0.254339131,0.221044728,-0.487503521,0.028247117,0.298002442,0.740276587,0.290870851,-0.074850953,0.021771274,,,,
0,-0.737588953,1.792497792,-0.190967489,0.310169164,1.755285623,-1.469920961,0.22150071,-1.117154519,1.138468136,0.018317223,-0.132253273,-1.477327811,1.755285623,-1.469920961,-0.763016301,-0.266091194,0.22150071,-1.117154519,0.937377695,-0.422539165,,,,
0,-0.309812724,0.309371745,-0.288976379,-0.592326377,-0.763016301,-0.266091194,0.937377695,-0.422539165,-0.516726332,0.878133483,0.973996106,0.24193136,1.755285623,-1.469920961,-0.763016301,-0.266091194,0.22150071,-1.117154519,0.937377695,-0.422539165,,,,
1,0.695471505,-0.924543966,-0.210503669,0.561543699,0.470149118,-0.208130573,-0.214151669,0.485093635,0.617352456,0.389327882,-0.371515071,0.462943339,0.470149118,-0.208130573,0.599148968,0.93313437,-0.214151669,0.485093635,0.474501079,0.172214783,,,,
0,0.808703113,-0.139486563,-0.37591219,0.459020358,0.599148968,0.93313437,0.474501079,0.172214783,-0.521136175,0.202806145,0.997653603,1.002930276,0.470149118,-0.208130573,0.599148968,0.93313437,-0.214151669,0.485093635,0.474501079,0.172214783,,,,
1,0.687707821,-0.587941096,-0.369286859,0.633535191,0.417763897,-0.214155478,-0.629744866,-0.382433587,0.022182227,-0.791204275,0.130994856,-0.052812163,0.417763897,-0.214155478,0.794692567,2.005702834,-0.629744866,-0.382433587,-0.172194668,-1.240488031,,,,
0,0.124859356,-1.282328545,0.686415298,1.107812494,0.794692567,2.005702834,-0.172194668,-1.240488031,0.246979606,0.76658824,-0.44481113,-0.010288094,0.417763897,-0.214155478,0.794692567,2.005702834,-0.629744866,-0.382433587,-0.172194668,-1.240488031,,,,
1,-0.292722603,0.59856636,-0.309904055,0.077891232,1.480933679,0.247877405,1.739330809,-1.164547552,0.769956565,0.45461701,1.663918943,-1.145420526,1.480933679,0.247877405,-0.359169367,1.223585131,1.739330809,-1.164547552,0.819391809,0.936622834,,,,
1,1.416611086,-0.821022764,0.672453952,-0.281100191,-0.359169367,1.223585131,0.819391809,0.936622834,-1.759157542,0.246601743,0.139982798,0.766089027,1.480933679,0.247877405,-0.359169367,1.223585131,1.739330809,-1.164547552,0.819391809,0.936622834,,,,
1,-0.305472847,0.179813232,0.458870396,0.8540361,0.5598119,-0.767827041,-0.530015821,-0.192183942,0.668471298,-1.584003946,-0.562741265,-0.166625668,0.5598119,-0.767827041,-0.339487248,-0.400136901,-0.530015821,-0.192183942,0.784922383,-1.900707528,,,,
0,-0.254612394,-0.730824283,0.499136084,0.915807053,-0.339487248,-0.400136901,0.784922383,-1.900707528,0.063453312,-0.886125913,0.120627649,-0.728458625,0.5598119,-0.767827041,-0.339487248,-0.400136901,-0.530015821,-0.192183942,0.784922383,-1.900707528,,,,
1,1.001156477,1.957358568,-1.13456391,-0.350263328,0.844382594,1.992055012,0.372012026,0.110765603,-0.424087604,0.419198138,0.499619076,0.770924991,0.844382594,1.992055012,0.572112118,1.017674171,0.372012026,0.110765603,1.671920726,-0.246243314,,,,
1,0.727508982,0.331467281,1.030938904,-0.464779086,0.572112118,1.017674171,1.671920726,-0.246243314,0.85902868,-0.148111579,0.157844436,-0.36714484,0.844382594,1.992055012,0.572112118,1.017674171,0.372012026,0.110765603,1.671920726,-0.246243314,,,,
0,0.033567295,-1.214072109,1.234789961,1.03981403,0.1315354,1.64720274,-0.598978776,-0.534187958,0.261390826,1.274380428,-0.386434671,-0.060899682,0.1315354,1.64720274,0.650924833,1.445411594,-0.598978776,-0.534187958,1.434798811,-1.209874027,,,,
0,0.109875565,0.490829168,-0.874775718,-0.361117302,0.650924833,1.445411594,1.434798811,-1.209874027,0.790891654,0.269132216,-0.063830941,-0.246020478,0.1315354,1.64720274,0.650924833,1.445411594,-0.598978776,-0.534187958,1.434798811,-1.209874027,,,,
1,-1.551034679,0.080176988,-0.235754398,-0.162498192,-1.175812645,1.107284142,0.414938706,0.556042825,0.31159142,0.358736262,0.830681994,-0.864202929,-1.175812645,1.107284142,-0.927299079,0.687762758,0.414938706,0.556042825,-0.130376019,0.997889764,,,,
0,0.504551308,-1.033601203,0.224441161,-2.03811943,-0.927299079,0.687762758,-0.130376019,0.997889764,-0.210180526,0.015248264,-0.137308525,-0.626290369,-1.175812645,1.107284142,-0.927299079,0.687762758,0.414938706,0.556042825,-0.130376019,0.997889764,,,,
1,0.292466712,-0.033564667,-0.40806113,-0.32701281,0.191874136,0.143826608,0.390054495,0.626289883,0.064033415,-0.135497793,-0.157907916,0.487560416,0.191874136,0.143826608,-0.520884883,1.546846549,0.390054495,0.626289883,-0.803859915,0.369336318,,,,
0,0.10182465,-0.407750223,-1.15871165,-0.598189964,-0.520884883,1.546846549,-0.803859915,0.369336318,-0.897268036,1.385456941,0.341111273,-0.319641557,0.191874136,0.143826608,-0.520884883,1.546846549,0.390054495,0.626289883,-0.803859915,0.369336318,,,,
1,-0.537464792,-1.284979555,-0.578974151,-0.368919255,-1.028648941,-0.491837643,-0.608345778,-1.079811465,-1.019318293,0.377067963,-0.215280783,-0.323187004,-1.028648941,-0.491837643,-0.247672257,-0.932965887,-0.608345778,-1.079811465,1.22250168,2.023652563,,,,
1,0.367503821,0.114152404,-0.010012674,-0.75081367,-0.247672257,-0.932965887,1.22250168,2.023652563,-0.995883047,0.063247966,0.920262887,1.967585512,-1.028648941,-0.491837643,-0.247672257,-0.932965887,-0.608345778,-1.079811465,1.22250168,2.023652563,,,,
1,-0.817082652,0.318547178,-0.006735133,-0.192897367,-0.86885605,0.288795052,-0.036271195,-1.227152565,0.060380192,0.128219061,0.338670993,-0.422103965,-0.86885605,0.288795052,0.067216987,0.907585455,-0.036271195,-1.227152565,0.671454713,1.160979385,,,,
1,-0.487769709,-0.071739059,-0.471427493,-1.010530507,0.067216987,0.907585455,0.671454713,1.160979385,-0.185853861,0.708679659,1.12206539,0.653940907,-0.86885605,0.288795052,0.067216987,0.907585455,-0.036271195,-1.227152565,0.671454713,1.160979385,,,,
0,0.611045916,-0.540519098,0.080199652,0.290011038,-0.885849419,-0.181805891,0.227119576,-0.68927525,-0.285658365,-1.075989874,0.814376971,-0.452608683,-0.885849419,-0.181805891,0.959603783,-0.295105133,0.227119576,-0.68927525,-0.716510273,-0.284113381,,,,
0,0.28168507,-0.558566804,0.625061104,0.11429471,0.959603783,-0.295105133,-0.716510273,-0.284113381,0.815382587,-0.316794593,-0.371651834,-0.179369432,-0.885849419,-0.181805891,0.959603783,-0.295105133,0.227119576,-0.68927525,-0.716510273,-0.284113381,,,,
1,0.127461438,1.398589329,0.389512968,0.562338284,0.019232809,0.536383489,-0.230092428,-1.135677113,0.303602598,0.07418209,0.08951984,-0.396235593,0.019232809,0.536383489,1.764497807,-1.234476333,-0.230092428,-1.135677113,0.234164918,-1.281123032,,,,
0,0.482928671,0.733529052,0.827745322,1.669005324,1.764497807,-1.234476333,0.234164918,-1.281123032,1.495523611,0.306489475,-0.70301937,0.332875009,0.019232809,0.536383489,1.764497807,-1.234476333,-0.230092428,-1.135677113,0.234164918,-1.281123032,,,,
0,0.336484248,0.831129846,0.998599309,0.281244952,-1.24783225,-2.094317881,-0.486280567,0.490365731,-1.120445064,-0.595787281,0.219804617,0.265814881,-1.24783225,-2.094317881,-0.384430455,-0.319077889,-0.486280567,0.490365731,0.35876361,-0.131345071,,,,
0,0.015986613,1.379741199,-0.033848785,-0.63968865,-0.384430455,-0.319077889,0.35876361,-0.131345071,-0.685616677,-0.793272318,-0.416591357,0.583285023,-1.24783225,-2.094317881,-0.384430455,-0.319077889,-0.486280567,0.490365731,0.35876361,-0.131345071,,,,
0,1.203025271,-0.48235444,-0.360420609,1.42714766,-0.640367359,-0.020863772,-1.0231232,-0.534326903,0.234358787,-0.151212496,-0.917862166,0.509134719,-0.640367359,-0.020863772,1.527491959,-0.057845526,-1.0231232,-0.534326903,-0.449214903,-0.537459179,,,,
0,-0.002018762,0.321269142,0.65044425,-0.029772151,1.527491959,-0.057845526,-0.449214903,-0.537459179,0.757808068,-0.702488137,0.297979482,0.552861914,-0.640367359,-0.020863772,1.527491959,-0.057845526,-1.0231232,-0.534326903,-0.449214903,-0.537459179,,,,
1,0.105930771,0.323973208,0.993437967,-0.18677811,0.454259264,0.200969994,0.360150101,0.015547767,1.005794922,-0.195350405,-0.220511945,-0.051365149,0.454259264,0.200969994,1.167364532,-0.254333988,0.360150101,0.015547767,0.143103877,0.748493631,,,,
0,0.731234353,-0.206464678,0.206171328,-0.27350759,1.167364532,-0.254333988,0.143103877,0.748493631,0.645608741,-0.192137704,-0.791189058,0.474639042,0.454259264,0.200969994,1.167364532,-0.254333988,0.360150101,0.015547767,0.143103877,0.748493631,,,,
1,-0.54991591,-0.39173216,0.400714653,-0.667316418,-0.928383779,0.829170696,1.113576997,-0.194476477,0.170295551,1.274715353,0.794379653,0.633637338,-0.928383779,0.829170696,-0.710969706,-0.228512756,1.113576997,-0.194476477,-0.106048625,-0.655651275,,,,
1,-0.977660798,-0.042319056,0.172869701,-0.406363498,-0.710969706,-0.228512756,-0.106048625,-0.655651275,-0.458353959,0.020824236,0.061780677,-0.528616213,-0.928383779,0.829170696,-0.710969706,-0.228512756,1.113576997,-0.194476477,-0.106048625,-0.655651275,,,,
0,0.57165256,1.01954566,0.15064323,0.166542548,1.06580967,-0.157272007,0.418513853,-0.816388059,1.15589274,0.059430364,-0.554729765,-0.70542358,1.06580967,-0.157272007,-1.543835881,1.176562586,0.418513853,-0.816388059,-0.537588054,0.641551478,,,,
1,0.622025688,0.722222285,1.441703223,-0.098875118,-1.543835881,1.176562586,-0.537588054,0.641551478,-0.785163715,-0.061770862,0.660163032,0.666146149,1.06580967,-0.157272007,-1.543835881,1.176562586,0.418513853,-0.816388059,-0.537588054,0.641551478,,,,
0,0.6533189,-0.057665338,0.188739137,0.889714811,-0.797598884,-0.748633818,-1.039859741,0.106105064,-0.016608012,-0.061870755,-0.778297458,0.843420002,-0.797598884,-0.748633818,-0.422089235,0.46109217,-1.039859741,0.106105064,0.138937939,-0.336907096,,,,
0,0.453723202,1.038410351,0.30086358,0.023292703,-0.422089235,0.46109217,0.138937939,-0.336907096,-0.631948514,-0.352258123,0.244848992,0.309391934,-0.797598884,-0.748633818,-0.422089235,0.46109217,-1.039859741,0.106105064,0.138937939,-0.336907096,,,,
1,-0.929649905,1.196762774,-0.294447197,0.33639089,-1.115377511,0.869970974,-0.407981544,-1.740518899,0.173159036,0.233376484,-0.248603426,-0.990049804,-1.115377511,0.869970974,0.099337945,-1.359398642,-0.407981544,-1.740518899,0.125713013,-0.70055544,,,,
0,0.865985066,0.260590217,-0.030818687,1.549978576,0.099337945,-1.359398642,0.125713013,-0.70055544,0.161969854,-0.369025654,0.399113999,0.710584611,-1.115377511,0.869970974,0.099337945,-1.359398642,-0.407981544,-1.740518899,0.125713013,-0.70055544,,,,
0,0.411835449,1.085893351,-0.711703028,0.641529851,-0.719616495,-1.283758535,0.601880275,-0.819399465,-0.516872643,-0.80453859,-0.226104376,-0.108362698,-0.719616495,-1.283758535,-0.780785875,0.35499107,0.601880275,-0.819399465,1.047514991,-0.432851928,,,,
1,0.045620226,0.284440478,0.424470508,-0.380693564,-0.780785875,0.35499107,1.047514991,-0.432851928,-0.51311684,-0.688898319,0.947444645,-0.692611933,-0.719616495,-1.283758535,-0.780785875,0.35499107,0.601880275,-0.819399465,1.047514991,-0.432851928,,,,
1,-0.962736457,-0.081469653,0.245785107,1.288348594,-1.577523721,-1.649069006,0.721250659,1.111260997,-0.904172551,-0.651565017,1.141341549,0.582046736,-1.577523721,-1.649069006,0.230762186,0.957282959,0.721250659,1.111260997,-0.644843985,1.465270822,,,,
1,-0.128582573,-1.429421066,-0.664351404,-0.450411082,0.230762186,0.957282959,-0.644843985,1.465270822,-0.402887298,0.00464221,-0.001436504,0.264551827,-1.577523721,-1.649069006,0.230762186,0.957282959,0.721250659,1.111260997,-0.644843985,1.465270822,,,,
0,-0.026539972,-0.13350404,-1.340889767,0.104846288,1.686205291,0.636452287,2.001571258,-0.417219651,0.677082387,-0.392582304,0.521690723,-0.088132705,1.686205291,0.636452287,0.830071821,-0.270069217,2.001571258,-0.417219651,0.200299364,-0.620983587,,,,
0,-1.504706803,-1.261393676,-0.832210468,0.374107251,0.830071821,-0.270069217,0.200299364,-0.620983587,-0.241402235,0.591830168,0.628319053,-0.910383154,1.686205291,0.636452287,0.830071821,-0.270069217,2.001571258,-0.417219651,0.200299364,-0.620983587,,,,
1,-0.70041205,0.515998348,-0.829459113,-0.66477578,-0.376025326,0.0164874,0.139988443,0.779882416,-0.83419055,-0.536349512,0.976850194,0.721656981,-0.376025326,0.0164874,-0.626657079,0.832621923,0.139988443,0.779882416,-0.430735299,0.532850353,,,,
0,-1.22006169,-0.18334356,0.203808037,-0.858105781,-0.626657079,0.832621923,-0.430735299,0.532850353,0.82055782,1.198141099,0.013090387,-0.610366286,-0.376025326,0.0164874,-0.626657079,0.832621923,0.139988443,0.779882416,-0.430735299,0.532850353,,,,
1,-1.127258119,1.148730086,0.077936496,0.264113157,-0.149021715,0.963667765,0.671290782,-1.061766234,0.285594994,0.310618275,0.692616102,-0.881675916,-0.149021715,0.963667765,0.984082849,1.352210689,0.671290782,-1.061766234,0.287498025,0.733382548,,,,
1,0.556540184,-0.177407289,-0.001574576,-0.654396144,0.984082849,1.352210689,0.287498025,0.733382548,-0.231744328,0.465065383,0.385661129,0.094135545,-0.149021715,0.963667765,0.984082849,1.352210689,0.671290782,-1.061766234,0.287498025,0.733382548,,,,
1,0.065837836,0.069763388,-0.267397419,1.190965696,1.220971603,-0.727199748,0.067237867,0.98625087,0.485922818,-0.716857829,0.263009095,0.359893747,1.220971603,-0.727199748,-1.590016701,0.609940798,0.067237867,0.98625087,-0.422528053,-1.118108807,,,,
0,-1.048410332,0.194637788,-0.030984419,0.249813316,-1.590016701,0.609940798,-0.422528053,-1.118108807,-1.004467975,0.894137249,-0.237352044,-0.111443582,1.220971603,-0.727199748,-1.590016701,0.609940798,0.067237867,0.98625087,-0.422528053,-1.118108807,,,,
0,0.679406023,-0.848793701,1.229124779,0.117470713,-1.510756733,-0.354219124,-0.296838592,-0.096899711,-1.397414796,-0.63542825,-0.270830002,-0.790521551,-1.510756733,-0.354219124,0.19773977,0.205621843,-0.296838592,-0.096899711,1.622258266,-0.522671691,,,,
0,-0.304201751,0.548829247,-1.150690942,-0.976822341,0.19773977,0.205621843,1.622258266,-0.522671691,-0.55851381,-0.878144176,-0.067910805,0.281750445,-1.510756733,-0.354219124,0.19773977,0.205621843,-0.296838592,-0.096899711,1.622258266,-0.522671691,,,,
1,0.11762544,0.797813746,0.266060177,1.743329049,0.434494322,1.556986924,1.285672195,1.772225917,0.266866865,0.239987186,0.586908886,-0.554072669,0.434494322,1.556986924,-0.12052646,0.690015106,1.285672195,1.772225917,-0.361024434,-0.870936952,,,,
0,-0.160478213,-1.10161383,-0.812403671,-1.461340688,-0.12052646,0.690015106,-0.361024434,-0.870936952,-0.101234086,0.533178689,0.028385671,-0.753481473,0.434494322,1.556986924,-0.12052646,0.690015106,1.285672195,1.772225917,-0.361024434,-0.870936952,,,,
0,1.431419309,-0.051335009,-1.668435075,0.536772847,-0.628571469,0.932817571,1.336149996,-1.799709728,0.716499502,1.051724348,0.916914643,-1.504534027,-0.628571469,0.932817571,-0.620051836,-0.249666685,1.336149996,-1.799709728,2.383346649,0.775062026,,,,
1,-0.360604692,-0.057745273,-0.934530417,-0.112057538,-0.620051836,-0.249666685,2.383346649,0.775062026,0.153860641,-0.193587766,0.609000311,0.532670352,-0.628571469,0.932817571,-0.620051836,-0.249666685,1.336149996,-1.799709728,2.383346649,0.775062026,,,,
0,-0.449810599,0.004594806,0.224754894,-0.752791396,-0.072902491,-0.817470695,0.484980693,1.354003265,-0.516117945,0.008679778,1.121203801,0.034697803,-0.072902491,-0.817470695,-0.168645478,-1.139182832,0.484980693,1.354003265,-0.28726574,1.496995151,,,,
1,0.097614659,-1.162423496,-0.502565591,1.118324608,-0.168645478,-1.139182832,-0.28726574,1.496995151,-0.468650968,-0.359578093,-0.542728818,1.389646939,-0.072902491,-0.817470695,-0.168645478,-1.139182832,0.484980693,1.354003265,-0.28726574,1.496995151,,,,
0,0.549424463,0.206909443,0.440098964,-0.839766079,-0.373061108,-0.974383042,-0.139554321,1.68237523,0.38051135,-0.325506085,-0.04619709,0.493559245,-0.373061108,-0.974383042,-0.935010574,1.155006806,-0.139554321,1.68237523,1.203043364,-0.269000965,,,,
0,0.457767413,0.760802163,-0.300967048,-0.917380257,-0.935010574,1.155006806,1.203043364,-0.269000965,-1.121818617,0.856487747,0.761884821,-0.240245978,-0.373061108,-0.974383042,-0.935010574,1.155006806,-0.139554321,1.68237523,1.203043364,-0.269000965,,,,
1,0.741458566,-0.086104555,0.467190461,0.523804578,2.21680173,0.431706398,1.900432547,0.475407058,0.491584463,1.024347113,1.165046947,0.31389217,2.21680173,0.431706398,0.915907063,-0.578153616,1.900432547,0.475407058,0.645663168,0.248118716,,,,
1,1.773970028,-0.594477134,0.751979522,-0.247113175,0.915907063,-0.578153616,0.645663168,0.248118716,0.208483603,-1.052035149,0.498498092,-0.333242236,2.21680173,0.431706398,0.915907063,-0.578153616,1.900432547,0.475407058,0.645663168,0.248118716,,,,
1,0.818067146,0.020952958,0.037461688,1.380536513,-0.791387242,0.15281179,1.012731339,1.17855607,-0.814198377,-0.10268259,1.314840185,0.451079811,-0.791387242,0.15281179,0.271862083,0.23445911,1.012731339,1.17855607,-0.452411535,1.615139208,,,,
1,-0.911026479,0.324578652,-0.262493061,-0.282356174,0.271862083,0.23445911,-0.452411535,1.615139208,1.676874432,0.503960084,-0.269633935,0.492898794,-0.791387242,0.15281179,0.271862083,0.23445911,1.012731339,1.17855607,-0.452411535,1.615139208,,,,
0,-0.535839803,-0.15937101,-0.398786246,-0.19818997,-0.336531086,-1.452582474,1.190652561,-0.679214526,-0.491284491,-1.02318267,0.707184749,-1.078869625,-0.336531086,-1.452582474,-1.371928962,1.614008941,1.190652561,-0.679214526,0.093210672,0.516897844,,,,
0,0.39254224,0.923993799,-0.393701545,-0.201083586,-1.371928962,1.614008941,0.093210672,0.516897844,-0.802763502,0.951420415,0.108618229,0.582264677,-0.336531086,-1.452582474,-1.371928962,1.614008941,1.190652561,-0.679214526,0.093210672,0.516897844,,,,
0,-0.632940568,-0.559823856,-0.289438408,0.170143248,0.282149263,0.608294905,0.930281225,1.250731494,-0.095331088,0.29145849,0.584515681,1.09332126,0.282149263,0.608294905,-0.712785453,0.720786543,0.930281225,1.250731494,0.077788349,0.030218424,,,,
1,-0.113764124,-0.066924817,0.289443152,0.56090162,-0.712785453,0.720786543,0.077788349,0.030218424,-1.392184121,1.305989963,0.087283726,-0.546095761,0.282149263,0.608294905,-0.712785453,0.720786543,0.930281225,1.250731494,0.077788349,0.030218424,,,,
0,-0.673615374,0.678426197,0.224377336,0.768697775,0.680390367,-0.129727831,-0.61262725,0.044386495,0.185202978,0.029629787,-1.252353507,0.304810697,0.680390367,-0.129727831,0.337205365,0.879159529,-0.61262725,0.044386495,-0.424338945,0.987636326,,,,
1,0.055168528,0.457617387,0.936481932,0.447280515,0.337205365,0.879159529,-0.424338945,0.987636326,-0.112316957,0.085111167,0.44489436,0.14340499,0.680390367,-0.129727831,0.337205365,0.879159529,-0.61262725,0.044386495,-0.424338945,0.987636326,,,,
0,-0.150734296,1.345819594,-0.095090761,-0.820261924,-1.283095428,-1.002934623,-0.814480009,0.417248109,-0.902105937,0.137288124,-0.212160214,0.768321962,-1.283095428,-1.002934623,0.816319421,-0.954288447,-0.814480009,0.417248109,0.430533193,-1.431258168,,,,
1,-0.828273642,-0.245584735,-0.979528637,-1.198591714,0.816319421,-0.954288447,0.430533193,-1.431258168,0.139193423,-1.943641126,-0.36952272,-0.004166134,-1.283095428,-1.002934623,0.816319421,-0.954288447,-0.814480009,0.417248109,0.430533193,-1.431258168,,,,
1,0.219562538,0.650104117,-0.176415409,0.015224869,1.398559498,0.152197603,-0.086169746,-1.145124079,1.112406471,-0.177082854,0.544072906,-0.331423792,1.398559498,0.152197603,-0.268121276,0.700119304,-0.086169746,-1.145124079,-0.112594264,1.207938397,,,,
1,0.356200838,-0.21166558,-0.631206932,-1.216941973,-0.268121276,0.700119304,-0.112594264,1.207938397,-0.409244052,0.101830028,0.234492775,0.377744193,1.398559498,0.152197603,-0.268121276,0.700119304,-0.086169746,-1.145124079,-0.112594264,1.207938397,,,,
0,1.349522011,0.12970592,0.086430157,-0.183658468,-0.766381763,0.406106352,0.208774842,0.720015085,0.79819387,-0.201483306,0.175517451,0.012822355,-0.766381763,0.406106352,0.781717305,-1.808904422,0.208774842,0.720015085,0.57988888,-1.15109168,,,,
0,0.740364323,-0.957980451,-0.160456812,-0.818435087,0.781717305,-1.808904422,0.57988888,-1.15109168,0.393803539,-1.166668071,0.454769149,-0.78792268,-0.766381763,0.406106352,0.781717305,-1.808904422,0.208774842,0.720015085,0.57988888,-1.15109168,,,,
