h1real,h1imag,h2real,h2imag,y1real,y1imag,y2real,y2imag,n1real,n1imag,n2real,n2imag,target,ymod 1 real,ymod 1 imag,ymod 2 real ,ymod 2 imag,ymod 3 real,ymod 3 imag,ymod 4 real,ymod 4 imag,  BER ,  All  this data is calculated for 0 db
0.38018808,0.402849424,1.29675253,-0.683706234,0.592823106,0.610112893,-0.104435136,0.126695039,-0.554531154,-0.126768651,0.344342428,-0.316142278,0,0.592823106,0.610112893,-0.831558062,0.058390616,-0.104435136,0.126695039,1.285219135,-0.719642913,for 0 db  394 ,
-1.597245933,-0.501001392,0.609648601,-0.061839081,-0.831558062,0.058390616,1.285219135,-0.719642913,-0.720860399,-0.291818759,0.886666478,1.150783521,0,0.592823106,0.610112893,-0.831558062,0.058390616,-0.104435136,0.126695039,1.285219135,-0.719642913,for 1 db 264,
0.225401063,-0.121572487,-0.924675262,0.590283055,0.327691157,-0.130021454,-1.161255172,0.658470571,-0.400949552,-0.041847517,-0.003156958,-0.569828242,0,0.327691157,-0.130021454,0.397402567,-0.529972518,-1.161255172,0.658470571,-0.902218577,-0.316723807,for 2 db   165,
-0.306595859,-0.208395313,0.242272084,-0.749954026,0.397402567,-0.529972518,-0.902218577,-0.316723807,-0.471626032,-0.555775727,-0.755831377,0.637588533,1,0.327691157,-0.130021454,0.397402567,-0.529972518,-1.161255172,0.658470571,-0.902218577,-0.316723807,for 3 db  113,
2.530308742,0.243852533,1.958287704,0.184533089,0.114884163,0.957226099,0.667116924,0.426147348,-0.25873429,0.645651857,-0.731890911,1.055107282,0,0.114884163,0.957226099,0.981414291,0.49009494,0.667116924,0.426147348,-1.024970844,-0.447788509,for 4 db  76,
-0.954514209,1.75824393,2.146014963,0.984350253,0.981414291,0.49009494,-1.024970844,-0.447788509,-0.440298886,0.129148969,-0.30919136,0.489935656,1,0.114884163,0.957226099,0.981414291,0.49009494,0.667116924,0.426147348,-1.024970844,-0.447788509,for 5 db 41,
0.512938247,0.41619177,-0.044586528,0.757746984,-0.321837688,0.627938621,0.307514745,-0.368098455,-0.413305212,-0.466729603,-0.350587147,0.184912661,1,-0.321837688,0.627938621,-0.305867493,-0.489292947,0.307514745,-0.368098455,0.808624736,0.046770819,for 10 db 1,
0.505399554,-0.174715564,-0.14493289,-1.239416411,-0.305867493,-0.489292947,0.808624736,0.046770819,-0.062744148,-0.319023519,0.357008886,0.114409476,1,-0.321837688,0.627938621,-0.305867493,-0.489292947,0.307514745,-0.368098455,0.808624736,0.046770819,for 11 db 0,
-0.08778331,0.791074007,1.05337528,0.090612696,-0.114530898,0.59159181,-0.401136026,0.794221171,-0.313042267,-0.044212461,-0.241941377,-0.627431633,0,-0.114530898,0.59159181,0.49763172,0.516770192,-0.401136026,0.794221171,-1.173609421,-0.908197481,,
0.996337843,1.129217833,1.002106366,0.711906207,0.49763172,0.516770192,-1.173609421,-0.908197481,-0.267833654,-0.033270692,-0.411873012,-0.47347295,0,-0.114530898,0.59159181,0.49763172,0.516770192,-0.401136026,0.794221171,-1.173609421,-0.908197481,,
0.474820177,0.599425161,-0.853822191,-0.244127066,0.223967752,0.53514575,-0.704782155,0.155671503,0.298218723,0.596729246,-0.00535561,0.288989412,1,0.223967752,0.53514575,0.017963073,-0.453704658,-0.704782155,0.155671503,0.334260198,0.851509853,,
0.507164314,0.621829767,1.152750428,-0.278827929,0.017963073,-0.453704658,0.334260198,0.851509853,0.092911456,-0.396494881,-0.427637674,-0.097321954,1,0.223967752,0.53514575,0.017963073,-0.453704658,-0.704782155,0.155671503,0.334260198,0.851509853,,
0.3457001,0.19151012,0.731638444,-0.045574374,0.262421101,0.951799811,-1.18684634,1.693318776,1.403194099,0.735446443,0.656983142,0.25187107,0,0.262421101,0.951799811,0.555510845,0.05960558,-1.18684634,1.693318776,-0.224709996,-1.76554503,,
0.513985407,0.229678234,-0.214565136,1.658130359,0.555510845,0.05960558,-0.224709996,-1.76554503,0.498017571,-0.449051571,-0.084173105,0.783362591,1,0.262421101,0.951799811,0.555510845,0.05960558,-1.18684634,1.693318776,-0.224709996,-1.76554503,,
0.207798507,-0.101851481,-0.556693009,-0.283472749,-0.092157444,-1.188849066,0.360364214,0.324578047,0.262764137,-1.12542914,-0.048889414,-1.39167226,0,-0.092157444,-1.188849066,-0.258301569,0.09576187,0.360364214,0.324578047,-1.348622805,0.074256816,,
0.628190576,0.930203492,-0.811101051,-0.476237641,-0.258301569,0.09576187,-1.348622805,0.074256816,0.416005846,0.608416651,-0.576355013,-0.19974776,1,-0.092157444,-1.188849066,-0.258301569,0.09576187,0.360364214,0.324578047,-1.348622805,0.074256816,,
-0.755805549,-0.024853075,-0.572402016,-0.872533927,-0.257495928,1.251838487,-1.371811687,0.278977146,-0.980197737,-0.201709535,0.821691962,0.645898217,1,-0.257495928,1.251838487,-0.418931622,0.431971873,-1.371811687,0.278977146,0.327897471,0.397880824,,
-2.081923297,0.226517746,1.017088459,0.364109664,-0.418931622,0.431971873,0.327897471,0.397880824,-1.281110001,-1.148231324,0.824654306,-0.03686068,0,-0.257495928,1.251838487,-0.418931622,0.431971873,-1.371811687,0.278977146,0.327897471,0.397880824,,
0.229944436,0.402613583,-0.533814934,-0.002840218,0.611967306,0.690598485,-0.345873106,0.864386724,-0.080715105,-0.383887292,-0.260622044,0.329807055,1,0.611967306,0.690598485,-0.011359071,0.566762128,-0.345873106,0.864386724,-0.572689552,0.999580834,,
0.96894739,0.432575666,-1.210224866,-0.346604271,-0.011359071,0.566762128,-0.572689552,0.999580834,0.697867079,0.849501268,-0.532110285,0.116236592,1,0.611967306,0.690598485,-0.011359071,0.566762128,-0.345873106,0.864386724,-0.572689552,0.999580834,,
-0.072296327,-1.221302116,-0.17072884,-0.394060642,0.726674742,0.638161566,0.295516785,0.120682389,0.551902712,-0.845648344,0.689070321,-0.773549928,0,0.726674742,0.638161566,-0.612380778,1.060627175,0.295516785,0.120682389,-0.241694234,-0.282477437,,
0.22571325,0.567188189,0.221224435,1.063425127,-0.612380778,1.060627175,-0.241694234,-0.282477437,0.039739236,-0.36335392,-0.63536566,0.515261813,1,0.726674742,0.638161566,-0.612380778,1.060627175,0.295516785,0.120682389,-0.241694234,-0.282477437,,
-0.611562454,0.650296927,-0.021249475,-0.394033,0.611476345,-0.301007077,-0.410359348,-1.215824691,0.180392847,0.136781937,0.414153109,-0.278227124,1,0.611476345,-0.301007077,-0.547968466,0.478217688,-0.410359348,-1.215824691,-0.323252093,0.226416,,
-0.116587073,0.246533586,0.44385608,-0.769692673,-0.547968466,0.478217688,-0.323252093,0.226416,-0.538075589,-0.786497157,-1.324241906,-0.010238371,0,0.611476345,-0.301007077,-0.547968466,0.478217688,-0.410359348,-1.215824691,-0.323252093,0.226416,,
0.773055568,0.424718762,0.784374671,0.292052504,-0.237319273,-1.24962142,0.178549932,0.343192485,-0.125445514,0.225628563,0.118159313,-0.197338585,1,-0.237319273,-1.24962142,-0.994121702,2.50901101,0.178549932,0.343192485,0.274952379,-0.053895962,,
-0.610694767,-1.077835534,0.054701138,-0.219994323,-0.994121702,2.50901101,0.274952379,-0.053895962,-0.148213295,-0.339278562,0.560205772,-0.968985792,1,-0.237319273,-1.24962142,-0.994121702,2.50901101,0.178549932,0.343192485,0.274952379,-0.053895962,,
-0.858510395,1.157383772,-0.787363925,-1.416011459,0.165658874,-0.422504115,0.505088419,-0.973272876,0.242003302,0.151947367,-1.273210477,-0.287256091,0,0.165658874,-0.422504115,0.184333728,0.34129532,0.505088419,-0.973272876,0.052860079,-0.388864349,,
-0.004843206,-0.463956281,1.083733284,-1.111575156,0.184333728,0.34129532,0.052860079,-0.388864349,-0.716159927,-0.446705694,0.055743302,1.156906519,1,0.165658874,-0.422504115,0.184333728,0.34129532,0.505088419,-0.973272876,0.052860079,-0.388864349,,
-0.544235987,-0.743225565,0.262604477,-1.169412697,-0.692212184,0.147400661,-0.266426813,-0.504705617,0.784229027,1.281154558,-0.778274427,0.599379695,1,-0.692212184,0.147400661,1.367775807,0.991263044,-0.266426813,-0.504705617,-0.246943457,-0.74940396,,
-0.159512261,0.261216494,0.790090103,-0.661979175,1.367775807,0.991263044,-0.246943457,-0.74940396,0.077258644,-1.088745232,-0.12628012,-0.090288867,0,-0.692212184,0.147400661,1.367775807,0.991263044,-0.266426813,-0.504705617,-0.246943457,-0.74940396,,
-0.770084748,0.069495608,0.023021604,0.445672712,-1.015714595,-0.804424471,0.178163312,0.281900663,0.431060221,0.372302458,0.353731037,0.426586982,1,-1.015714595,-0.804424471,-0.296184655,1.049339551,0.178163312,0.281900663,-1.069523346,-0.549978766,,
0.390695603,-0.227323251,0.778248949,0.443829622,-0.296184655,1.049339551,-1.069523346,-0.549978766,0.594116561,0.691420636,0.251523083,0.332095412,0,-1.015714595,-0.804424471,-0.296184655,1.049339551,0.178163312,0.281900663,-1.069523346,-0.549978766,,
1.091922703,-0.149646286,0.060762487,-0.203662241,-0.877078457,0.344496816,-0.294713882,0.358084478,-0.644485314,0.10481022,-1.177545328,-0.132698173,1,-0.877078457,0.344496816,-0.595764081,-0.085876412,-0.294713882,0.358084478,0.515560338,0.124965243,,
-1.054713623,0.241903601,-0.524886663,0.692767516,-0.595764081,-0.085876412,0.515560338,0.124965243,-0.356360213,-1.27135903,0.507874304,-0.585403928,1,-0.877078457,0.344496816,-0.595764081,-0.085876412,-0.294713882,0.358084478,0.515560338,0.124965243,,
-0.750651642,-0.242309974,1.662024242,1.164778201,0.861181272,-0.748906309,0.147031258,-1.129268305,1.062850495,0.625591839,1.022279544,0.716961597,1,0.861181272,-0.748906309,0.438611053,-0.157613232,0.147031258,-1.129268305,0.852349858,-1.94906988,,
-0.435296265,-0.879817588,0.528970167,-1.502372983,0.438611053,-0.157613232,0.852349858,-1.94906988,0.385928354,-0.511718773,0.068426333,-0.821511189,0,0.861181272,-0.748906309,0.438611053,-0.157613232,0.147031258,-1.129268305,0.852349858,-1.94906988,,
-0.136060434,0.159487678,0.628342458,-1.641241123,0.674356738,-0.341545076,-0.941669435,-0.261142872,-0.670692032,0.14337788,0.091683979,0.147802558,0,0.674356738,-0.341545076,-0.641672497,-1.396569619,-0.941669435,-0.261142872,-0.724453292,-1.457182392,,
