h1real,h1imag,h2real,h2imag,y1real,y1imag,y2real,y2imag,n1real,n1imag,n2real,n2imag,n1realxSNR11,n1imagxSNR11,n2realxSNR11,n2imagxSNR11,Target,ymod1real,ymod1img,ymod2real,ymod2img,ymod3real,ymod3img,ymod4real,ymod4img,  BER ,  All  this data is calculated for 0 db
-0.435296265,-0.879817588,0.528970167,-1.502372983,1.055615269,-1.081224621,-1.510788049,-0.70068525,0.385928354,-0.511718773,0.068426333,-0.821511189,0.10875461,-0.14420235,0.019282541,-0.231501853,1,0.820674682,-0.098989814,1.055615269,-1.081224621,-0.226320187,-1.482783554,-1.510788049,-0.70068525,,
-0.136060434,0.159487678,0.628342458,-1.641241123,0.101476028,1.416603547,0.308386962,1.324717269,-0.670692032,0.14337788,0.091683979,0.147802558,-0.189001015,0.040403887,0.025836545,0.041650761,0,0.101476028,1.416603547,0.229878569,-1.35240931,0.308386962,1.324717269,2.120836617,1.497763331,,
-0.540830082,-2.048843395,-0.991553897,-0.114648957,0.229878569,-1.35240931,2.120836617,1.497763331,-0.10018256,0.371867685,1.734528259,0.74385367,-0.028231445,0.104792314,0.488790063,0.209617964,0,0.101476028,1.416603547,0.229878569,-1.35240931,0.308386962,1.324717269,2.120836617,1.497763331,,
-1.005771662,0.080800013,0.345205224,-0.296283951,-1.138711691,0.414993515,0.04870479,-0.015067857,-0.917967938,0.315901242,-0.521780803,0.749837958,-0.258683365,0.08902097,-0.14703783,0.211304337,1,-1.138711691,0.414993515,-1.576027471,0.081518459,0.04870479,-0.015067857,-0.130365412,0.337323961,,
-0.125423176,-0.254862433,-0.138630751,0.321349397,-1.576027471,0.081518459,-0.130365412,0.337323961,-1.380214997,-0.07390931,-0.491579777,0.631374384,-0.388944586,-0.020827644,-0.138527181,0.177921301,0,-1.138711691,0.414993515,-1.576027471,0.081518459,0.04870479,-0.015067857,-0.130365412,0.337323961,,
1.003603832,-0.337652994,0.206181288,0.083819498,-0.164775915,-0.011739172,0.243627823,-0.363506445,0.79306573,-0.072733835,-0.719188716,-0.110188457,0.223485923,-0.020496395,-0.20266738,-0.031051107,0,-0.164775915,-0.011739172,0.045191374,-1.207986344,0.243627823,-0.363506445,-1.096838357,-0.529670447,,
0.139873537,-0.2964116,1.122672793,-0.342626592,0.045191374,-1.207986344,-1.096838357,-0.529670447,1.51820956,-1.350843226,-0.279539522,-0.616469357,0.427831454,-0.380667621,-0.078774237,-0.173721065,1,-0.164775915,-0.011739172,0.045191374,-1.207986344,0.243627823,-0.363506445,-1.096838357,-0.529670447,,
-0.568843333,1.238759691,0.492587848,1.330212236,-0.505974644,-0.547291093,-0.618983208,-1.201758017,-0.87253687,0.744815186,-0.698025474,0.243619678,-0.24588089,0.209888919,-0.196703579,0.068652025,0,-0.505974644,-0.547291093,-1.314391232,-0.683958195,-0.618983208,-1.201758017,-0.136472969,-0.21502477,,
0.590496504,0.127556511,-0.172332628,0.563073849,-1.314391232,-0.683958195,-0.136472969,-0.21502477,-0.879562196,0.180995251,-1.078780306,0.582251332,-0.247860627,0.051004462,-0.30400029,0.164078425,0,-0.505974644,-0.547291093,-1.314391232,-0.683958195,-0.618983208,-1.201758017,-0.136472969,-0.21502477,,
0.152501781,0.886938985,-0.82437615,-1.120988142,-0.958774058,-2.052104294,0.884915197,0.836060742,-0.492516934,-0.381993045,0.443780071,-0.976853661,-0.138791272,-0.10764564,0.125057224,-0.275277362,0,-0.958774058,-2.052104294,0.662856894,-0.160257443,0.884915197,0.836060742,0.447316998,-0.036520672,,
-0.811725194,-1.711386851,0.074157623,0.838243422,0.662856894,-0.160257443,0.447316998,-0.036520672,0.349815208,0.751705795,-0.147895248,0.290588703,0.098577926,0.211830693,-0.041676881,0.081887897,1,-0.958774058,-2.052104294,0.662856894,-0.160257443,0.884915197,0.836060742,0.447316998,-0.036520672,,
0.510710724,0.031738378,1.828218397,-1.019597081,-0.92017656,-0.916254569,-1.374590878,-0.258475635,-1.587105267,-0.975522731,0.021019726,-1.091197527,-0.447246264,-0.274902306,0.005923359,-0.307499463,0,-0.92017656,-0.916254569,0.780265433,0.296722922,-1.374590878,-0.258475635,1.6001259,0.686698024,,
-0.471562916,0.488236586,0.132463038,0.517339377,0.780265433,0.296722922,1.6001259,0.686698024,0.152386243,-0.046359844,0.713171463,-0.711454325,0.042942443,-0.013064204,0.200971718,-0.200487829,0,-0.92017656,-0.916254569,0.780265433,0.296722922,-1.374590878,-0.258475635,1.6001259,0.686698024,,
-0.058332368,1.337581896,-1.366853613,-0.153535566,0.456829805,1.312796863,-0.907391207,0.710084967,0.495417869,0.466815882,-1.490587889,0.443252551,0.139608755,0.131548716,-0.420047667,0.124908569,1,0.456829805,1.312796863,-0.603441329,-1.273877706,-0.907391207,0.710084967,-1.483466208,0.599429907,,
-0.310395944,-0.147748227,-1.269029579,-0.805241577,-0.603441329,-1.273877706,-1.483466208,0.599429907,-0.609435985,-0.769173864,0.67643023,-0.13964457,-0.171739061,-0.216753195,0.190618039,-0.03935184,0,0.456829805,1.312796863,-0.603441329,-1.273877706,-0.907391207,0.710084967,-1.483466208,0.599429907,,
0.594235236,-1.828178491,-0.627933507,-0.501859209,-0.532445621,-1.021278178,-0.877460092,-1.066574599,-1.783044848,-0.529026775,-0.28662234,-0.304601545,-0.502462038,-0.149079745,-0.080770175,-0.085836715,1,-0.532445621,-1.021278178,-0.546165604,-1.882792759,-0.877460092,-1.066574599,-0.230535126,-0.108200692,,
0.070776321,0.80459255,-0.385040099,-0.764264361,-0.546165604,-1.882792759,-0.230535126,-0.108200692,-0.313020309,-0.037597277,-0.71537816,-0.522368073,-0.088209123,-0.010594913,-0.201593565,-0.147203323,1,-0.532445621,-1.021278178,-0.546165604,-1.882792759,-0.877460092,-1.066574599,-0.230535126,-0.108200692,,
0.214621612,0.164202537,-0.424494983,-1.048140303,-0.359283055,0.494544041,-1.176909988,-0.879058959,-0.473130427,1.961798965,-0.901703507,0.89130874,-0.133328154,0.552834948,-0.254100048,0.251170803,1,-0.359283055,0.494544041,-0.042999976,0.161044856,-1.176909988,-0.879058959,-0.501340371,-0.298471946,,
0.346457801,1.02497294,0.522808678,0.903868551,-0.042999976,0.161044856,-0.501340371,-0.298471946,-0.781985983,1.781691749,-1.015146186,-0.712178639,-0.22036365,0.502080735,-0.286068195,-0.20069194,0,-0.359283055,0.494544041,-0.042999976,0.161044856,-1.176909988,-0.879058959,-0.501340371,-0.298471946,,
1.21048746,-0.609466588,-0.137266069,-0.747102506,1.900037736,-0.991196226,0.346822287,-1.179706429,-0.044605988,-0.136699215,0.042838183,-0.211855806,-0.012569967,-0.038521839,0.0120718,-0.059700966,1,1.900037736,-0.991196226,-0.479328623,-0.351422444,0.346822287,-1.179706429,-0.43331991,-1.029202002,,
-1.512045512,0.683583673,-0.593678897,0.752771603,-0.479328623,-0.351422444,-0.43331991,-1.029202002,-0.473191046,-0.531729994,0.14855076,-1.823080217,-0.133345237,-0.149841512,0.041861604,-0.513744005,0,1.900037736,-0.991196226,-0.479328623,-0.351422444,0.346822287,-1.179706429,-0.43331991,-1.029202002,,
0.957842835,0.645598488,-0.758128275,0.018850719,-0.422708364,-0.221651381,1.298930541,0.226329703,-0.40169222,0.139889071,1.246267997,0.010131489,-0.113196868,0.03942074,0.351198322,0.002855054,0,-0.422708364,-0.221651381,-0.477596396,0.779590179,1.298930541,0.226329703,0.310002318,0.695438977,,
0.679496998,0.220886415,0.087716455,0.330871978,-0.477596396,0.779590179,0.310002318,0.695438977,1.209546004,0.296782081,-0.291727495,0.796931804,0.340850064,0.08363319,-0.082208808,0.224575382,1,-0.422708364,-0.221651381,-0.477596396,0.779590179,1.298930541,0.226329703,0.310002318,0.695438977,,
1.015897924,-0.304120939,-1.386565687,1.382254788,0.59541595,0.366358764,-0.555830747,1.959295347,-0.394389429,0.203643864,-0.318851704,1.089562824,-0.111138941,0.057386841,-0.08985241,0.307038804,1,0.59541595,0.366358764,0.569136397,0.478860582,-0.555830747,1.959295347,-1.864283975,-0.232031006,,
-0.139793756,-0.660278468,-0.854075733,-0.522109844,0.569136397,0.478860582,-1.864283975,-0.232031006,-0.089559132,-0.361120141,-0.497760381,0.668959047,-0.025237763,-0.101763656,-0.140268875,0.188512659,0,0.59541595,0.366358764,0.569136397,0.478860582,-0.555830747,1.959295347,-1.864283975,-0.232031006,,
2.056272198,0.020766307,0.583517876,0.057640964,2.567406164,-0.362682817,-0.59772689,-0.704252156,0.753841379,0.292149163,-0.855790224,-0.188504604,0.212432501,0.082327634,-0.241161685,-0.053120597,1,2.567406164,-0.362682817,-1.195586046,0.185127278,-0.59772689,-0.704252156,-0.839835643,0.741954115,,
0.975080437,-0.766014943,-0.748246436,-0.90369172,-1.195586046,0.185127278,-0.839835643,0.741954115,-0.766559383,-0.66011702,0.181142535,0.110589873,-0.216016434,-0.186020976,0.051045966,0.031164226,1,2.567406164,-0.362682817,-1.195586046,0.185127278,-0.59772689,-0.704252156,-0.839835643,0.741954115,,
-0.331361255,-0.519004557,-0.192664967,-0.260790555,-0.462179515,1.15913011,0.369743261,0.969142154,-0.261896095,1.38794452,0.16817649,0.239534381,-0.07380232,0.391122766,0.047392135,0.067500789,0,-0.462179515,1.15913011,-0.829152018,0.847773495,0.369743261,0.969142154,-0.420792566,-0.089543169,,
0.776703496,-0.016461316,-0.196485128,-0.919288741,-0.829152018,0.847773495,-0.420792566,-0.089543169,-0.081146302,0.875663479,-0.753090354,0.668784859,-0.022867028,0.246761968,-0.212220862,0.188463573,0,-0.462179515,1.15913011,-0.829152018,0.847773495,0.369743261,0.969142154,-0.420792566,-0.089543169,,
0.496064722,-0.499792231,-1.450853219,-0.335786065,-0.049826473,0.759679564,1.382006596,-0.991619727,0.220540891,-0.225898239,-0.099040946,-1.301310957,0.062148423,-0.063658124,-0.027909739,-0.366709428,0,-0.049826473,0.759679564,0.758061565,0.48039895,1.382006596,-0.991619727,-0.924203255,0.257159054,,
-0.250209733,-0.754207169,-0.582363617,0.703253618,0.758061565,0.48039895,-0.924203255,0.257159054,0.409654825,1.174193409,-0.55142376,-0.849222583,0.11544073,0.330887703,-0.155391216,-0.239310924,0,-0.049826473,0.759679564,0.758061565,0.48039895,1.382006596,-0.991619727,-0.924203255,0.257159054,,
-1.115147715,0.364191833,0.35919232,-0.247141618,-0.666021906,-0.924742145,0.781074973,-0.97104381,0.468574201,-0.692612209,0.967077404,-0.385324356,0.13204421,-0.19517812,0.272522412,-0.108584404,1,-0.666021906,-0.924742145,-0.960777908,-1.932818799,0.781074973,-0.97104381,0.871402312,0.344530007,,
0.199392844,1.121160501,0.023673852,0.819684526,-0.960777908,-1.932818799,0.871402312,0.344530007,-0.557030782,-1.569360193,1.068168066,1.33260521,-0.156971274,-0.442245702,0.301009761,0.375528148,0,-0.666021906,-0.924742145,-0.960777908,-1.932818799,0.781074973,-0.97104381,0.871402312,0.344530007,,
-0.943052718,-0.097795806,0.797257436,0.726122139,-0.731191836,-0.025728872,1.202280021,-0.180724349,0.196921045,-0.118020032,0.869580172,-1.658071697,0.05549235,-0.033258045,0.245047692,-0.467244604,1,-0.731191836,-0.025728872,-0.64593181,0.062718114,1.202280021,-0.180724349,1.214334577,-0.237709554,,
0.247614236,-0.155267563,-0.211471618,-0.336910922,-0.64593181,0.062718114,1.214334577,-0.237709554,-0.274179643,-0.206680008,1.422839506,0.066693191,-0.077263823,-0.058242426,0.400956173,0.018794141,0,-0.731191836,-0.025728872,-0.64593181,0.062718114,1.202280021,-0.180724349,1.214334577,-0.237709554,,
0.016185528,-0.600874585,-0.185258749,0.94513395,-0.71673073,1.608874507,0.115417822,-1.139302359,0.301988033,0.731341581,0.226278213,-1.791483073,0.085100228,0.206092058,0.0637652,-0.50483993,0,-0.71673073,1.608874507,0.317478855,0.836564759,0.115417822,-1.139302359,0.660265656,1.645669747,,
-1.237587034,1.09280301,-0.201985739,0.758631151,0.317478855,0.836564759,0.660265656,1.645669747,-0.971264974,0.86907864,0.687202656,0.784089434,-0.27370247,0.244906361,0.193653708,0.220956403,1,-0.71673073,1.608874507,0.317478855,0.836564759,0.115417822,-1.139302359,0.660265656,1.645669747,,
-0.587864898,-0.097288973,-0.692403419,0.954239104,0.334063059,0.266821007,-0.065120503,-0.210207789,0.883059111,0.445665205,-0.512046844,0.638311325,0.248846057,0.125588455,-0.144294801,0.179876131,0,0.334063059,0.266821007,0.674035948,0.544540756,-0.065120503,-0.210207789,0.797618141,1.040384507,,
-0.817699452,-0.074371578,-0.37728185,0.149330085,0.674035948,0.544540756,0.797618141,1.040384507,-0.568779354,1.18419733,0.073329901,0.462429557,-0.160282022,0.333706808,0.020664366,0.130312649,1,0.334063059,0.266821007,0.674035948,0.544540756,-0.065120503,-0.210207789,0.797618141,1.040384507,,
-1.416077309,-0.023172612,0.681813163,-0.308663029,1.851420056,-0.42075576,-0.229397983,0.609807822,1.049313133,-1.025241669,0.467208513,0.465858392,0.295696441,-0.288913102,0.131659359,0.131278895,0,1.851420056,-0.42075576,0.363911421,0.068109745,-0.229397983,0.609807822,-0.050820123,-0.050148925,,
0.367738024,0.197133574,-0.01416183,0.18325192,0.363911421,0.068109745,-0.050820123,-0.050148925,-0.671080675,-0.097626173,0.749154727,0.06851732,-0.189110534,-0.027511056,0.211111802,0.019308181,1,1.851420056,-0.42075576,0.363911421,0.068109745,-0.229397983,0.609807822,-0.050820123,-0.050148925,,
-0.024586871,-0.718564662,-0.564386883,0.107966363,-0.416970116,-0.996850713,0.249294571,-0.403314976,0.133347807,-0.327823568,-0.384812482,-0.140128548,0.037577412,-0.092380681,-0.108440157,-0.039488225,0,-0.416970116,-0.996850713,0.125794781,1.843731934,0.249294571,-0.403314976,-0.261322183,-0.45100516,,
0.720319271,1.867615973,-0.094198983,0.350967013,0.125794781,1.843731934,-0.261322183,-0.45100516,1.160368153,0.02672055,0.126526127,-1.107570332,0.326991746,0.007529851,0.035655063,-0.31211332,0,-0.416970116,-0.996850713,0.125794781,1.843731934,0.249294571,-0.403314976,-0.261322183,-0.45100516,,
-0.505249124,1.036992822,0.955574041,0.204316619,0.315591978,-0.447281905,-1.216129634,-0.811157678,0.125746448,0.850624931,-0.437318446,-1.001843347,0.035435349,0.239706106,-0.123236338,-0.282319455,0,0.315591978,-0.447281905,1.004605902,0.801107417,-1.216129634,-0.811157678,-0.580417425,0.540098092,,
-0.158937138,-0.272036423,-0.416506422,-0.146096882,1.004605902,0.801107417,-0.580417425,0.540098092,0.951299982,0.462711075,-0.354302712,0.887237874,0.268076335,0.130391981,-0.099842504,0.250023633,1,0.315591978,-0.447281905,1.004605902,0.801107417,-1.216129634,-0.811157678,-0.580417425,0.540098092,,
-0.207715161,-1.005215325,-0.599574397,-0.549378572,-1.153944978,1.388808659,1.452626566,0.349796449,-1.317274035,0.463254708,-0.416715598,-0.576397167,-0.371207823,0.130545177,-0.117430456,-0.162428722,0,-1.153944978,1.388808659,0.064580484,-0.069855954,1.452626566,0.349796449,-0.968344146,-0.14139364,,
-0.792050318,0.590443807,1.786151512,0.403700105,0.064580484,-0.069855954,-0.968344146,-0.14139364,-1.142296389,0.397324167,-0.229944726,-0.068256425,-0.321899122,0.11196595,-0.064798424,-0.019234661,1,-1.153944978,1.388808659,0.064580484,-0.069855954,1.452626566,0.349796449,-0.968344146,-0.14139364,,
1.170613574,-0.124626889,0.217460197,1.960000709,2.143055652,-1.298054811,0.475283552,0.269195004,1.221229251,-0.587200069,-0.197776755,-2.010462756,0.344142403,-0.165472979,-0.05573349,-0.566548405,1,2.143055652,-1.298054811,0.429989452,-1.045161417,0.475283552,0.269195004,0.313136112,-0.864132767,,
