ymod1real,ymod1img,ymod2real,ymod2img,ymod3real,ymod3img,ymod4real,ymod4img,Target
0.334063059,0.266821007,0.674035948,0.544540756,-0.065120503,-0.210207789,0.797618141,1.040384507,1
1.851420056,-0.42075576,0.363911421,0.068109745,-0.229397983,0.609807822,-0.050820123,-0.050148925,0
1.851420056,-0.42075576,0.363911421,0.068109745,-0.229397983,0.609807822,-0.050820123,-0.050148925,1
-0.416970116,-0.996850713,0.125794781,1.843731934,0.249294571,-0.403314976,-0.261322183,-0.45100516,0
-0.416970116,-0.996850713,0.125794781,1.843731934,0.249294571,-0.403314976,-0.261322183,-0.45100516,0
0.315591978,-0.447281905,1.004605902,0.801107417,-1.216129634,-0.811157678,-0.580417425,0.540098092,0
0.315591978,-0.447281905,1.004605902,0.801107417,-1.216129634,-0.811157678,-0.580417425,0.540098092,1
-1.153944978,1.388808659,0.064580484,-0.069855954,1.452626566,0.349796449,-0.968344146,-0.14139364,0
-1.153944978,1.388808659,0.064580484,-0.069855954,1.452626566,0.349796449,-0.968344146,-0.14139364,1
2.143055652,-1.298054811,0.429989452,-1.045161417,0.475283552,0.269195004,0.313136112,-0.864132767,1
2.143055652,-1.298054811,0.429989452,-1.045161417,0.475283552,0.269195004,0.313136112,-0.864132767,0
0.763523736,0.253146454,0.441425418,-0.466879744,0.662915961,-0.719359429,1.480079961,0.286200239,0
0.763523736,0.253146454,0.441425418,-0.466879744,0.662915961,-0.719359429,1.480079961,0.286200239,0
1.478870572,0.425103375,-1.768330721,-0.845089473,-0.713930507,-0.144514103,-0.052473195,-0.869734655,0
1.478870572,0.425103375,-1.768330721,-0.845089473,-0.713930507,-0.144514103,-0.052473195,-0.869734655,0
0.231731901,-0.111379981,-0.100205494,0.180001359,0.148251948,0.152862619,-0.28222966,-0.586364448,0
0.231731901,-0.111379981,-0.100205494,0.180001359,0.148251948,0.152862619,-0.28222966,-0.586364448,1
-0.875014246,-1.032536893,0.434399792,1.255696708,-0.710475211,0.35201742,-0.701707623,0.545431858,1
-0.875014246,-1.032536893,0.434399792,1.255696708,-0.710475211,0.35201742,-0.701707623,0.545431858,1
1.005582399,0.67959697,0.853597859,1.527022835,-0.877461805,1.15741473,-0.399763571,-1.046585778,0
1.005582399,0.67959697,0.853597859,1.527022835,-0.877461805,1.15741473,-0.399763571,-1.046585778,0
-0.489307918,-1.098467662,-0.423562097,-0.224260024,-0.682047514,1.526143362,0.193572202,1.193665422,0
-0.489307918,-1.098467662,-0.423562097,-0.224260024,-0.682047514,1.526143362,0.193572202,1.193665422,1
0.37146497,0.583138278,0.244265542,-0.698633962,-0.636508885,-1.136898234,0.124236357,-0.404085255,1
0.37146497,0.583138278,0.244265542,-0.698633962,-0.636508885,-1.136898234,0.124236357,-0.404085255,0
0.981660227,0.286631992,-1.054283183,0.855165923,1.055216661,-1.522632443,0.193264778,-0.472778577,1
0.981660227,0.286631992,-1.054283183,0.855165923,1.055216661,-1.522632443,0.193264778,-0.472778577,1
-0.731936546,0.865717616,-0.250039893,0.095561167,0.147431896,-0.133501612,0.435836112,-0.408247297,0
-0.731936546,0.865717616,-0.250039893,0.095561167,0.147431896,-0.133501612,0.435836112,-0.408247297,0
0.215469546,-0.279737435,0.288818043,-0.413779797,0.951906721,0.493690061,-0.393784058,2.083002047,1
0.215469546,-0.279737435,0.288818043,-0.413779797,0.951906721,0.493690061,-0.393784058,2.083002047,0
-0.807060269,0.558572201,0.882576108,0.177828402,0.971717657,0.430797664,-1.051224828,0.202580837,0
-0.807060269,0.558572201,0.882576108,0.177828402,0.971717657,0.430797664,-1.051224828,0.202580837,1
0.028359854,-0.974864946,-0.232396387,-0.094412668,0.314687914,0.101132208,-1.002618445,-0.393273195,1
0.028359854,-0.974864946,-0.232396387,-0.094412668,0.314687914,0.101132208,-1.002618445,-0.393273195,0
-0.136332293,-0.180193027,-0.486134943,0.700840354,0.283110357,0.273561379,-0.375996464,0.115290161,0
-0.136332293,-0.180193027,-0.486134943,0.700840354,0.283110357,0.273561379,-0.375996464,0.115290161,0
-0.145171459,-1.023746437,0.861120229,1.83791205,0.219004948,-0.205338984,-0.851955822,-0.259888354,1
-0.145171459,-1.023746437,0.861120229,1.83791205,0.219004948,-0.205338984,-0.851955822,-0.259888354,1
0.766210132,0.361383806,-0.144644332,0.224991223,-0.252110514,1.115083227,-0.50660557,-0.144573198,0
0.766210132,0.361383806,-0.144644332,0.224991223,-0.252110514,1.115083227,-0.50660557,-0.144573198,0
0.109629625,-1.652371884,0.264713881,-0.866269427,-0.92100204,-0.350838277,-0.639311759,-0.538843148,1
0.109629625,-1.652371884,0.264713881,-0.866269427,-0.92100204,-0.350838277,-0.639311759,-0.538843148,1
-0.145321054,-0.122273534,0.673126042,-0.007458464,0.30191358,-0.505440204,0.165143051,0.941033386,0
-0.145321054,-0.122273534,0.673126042,-0.007458464,0.30191358,-0.505440204,0.165143051,0.941033386,1
0.597893076,-0.505507769,-0.57380297,-0.260740717,-2.050886577,-0.413124342,-1.047363095,1.388654663,1
0.597893076,-0.505507769,-0.57380297,-0.260740717,-2.050886577,-0.413124342,-1.047363095,1.388654663,0
-0.230337587,-0.554148939,0.406241061,-0.88597232,-0.299702895,0.904190301,-0.397446479,0.468029458,1
-0.230337587,-0.554148939,0.406241061,-0.88597232,-0.299702895,0.904190301,-0.397446479,0.468029458,1
0.027212984,0.095727938,-0.03842844,0.514780839,0.108795623,-0.280553661,-1.390843769,-0.271182586,0
0.027212984,0.095727938,-0.03842844,0.514780839,0.108795623,-0.280553661,-1.390843769,-0.271182586,0
0.23653446,0.118011302,-0.841290172,-0.237333763,0.252389501,1.109265483,0.757654432,0.103158652,1
0.23653446,0.118011302,-0.841290172,-0.237333763,0.252389501,1.109265483,0.757654432,0.103158652,0
-0.167614218,-0.431985474,0.017301175,-0.00389519,-0.299389177,0.593628801,-0.088291858,-0.214969563,0
-0.167614218,-0.431985474,0.017301175,-0.00389519,-0.299389177,0.593628801,-0.088291858,-0.214969563,0
-1.67095761,-0.371991081,-0.203489856,0.97128169,0.58097511,-0.581063871,-1.235897102,-1.13891509,0
-1.67095761,-0.371991081,-0.203489856,0.97128169,0.58097511,-0.581063871,-1.235897102,-1.13891509,0
-0.510616618,-0.012226168,-0.173218704,-0.400927079,1.51949658,-0.3251242,0.466505242,-0.74929625,0
-0.510616618,-0.012226168,-0.173218704,-0.400927079,1.51949658,-0.3251242,0.466505242,-0.74929625,1
1.509341784,0.707936385,-0.216925844,0.416120133,-1.635650404,-0.178577374,-0.214545409,0.130697817,1
1.509341784,0.707936385,-0.216925844,0.416120133,-1.635650404,-0.178577374,-0.214545409,0.130697817,1
-0.994480501,-0.865607216,-0.145241912,-0.195263688,-0.810274534,0.244127445,0.446742124,-1.627667401,0
-0.994480501,-0.865607216,-0.145241912,-0.195263688,-0.810274534,0.244127445,0.446742124,-1.627667401,0
-0.627914151,0.699474508,0.054292704,-0.248352589,0.043580214,0.367304763,1.002016561,-0.090274836,0
-0.627914151,0.699474508,0.054292704,-0.248352589,0.043580214,0.367304763,1.002016561,-0.090274836,1
0.758246894,-0.672881231,-0.67357149,0.116649361,-0.335217761,-0.064224421,0.712834016,-0.05674414,0
0.758246894,-0.672881231,-0.67357149,0.116649361,-0.335217761,-0.064224421,0.712834016,-0.05674414,0
0.558940509,0.021640392,-0.245174601,1.113596163,0.621766668,-0.904006693,0.308330856,-0.277286658,1
0.558940509,0.021640392,-0.245174601,1.113596163,0.621766668,-0.904006693,0.308330856,-0.277286658,1
-0.30576632,0.940993947,-0.452955934,-0.463785889,-1.183495442,-0.808894902,-0.237277226,-0.736399444,0
-0.30576632,0.940993947,-0.452955934,-0.463785889,-1.183495442,-0.808894902,-0.237277226,-0.736399444,1
0.765455793,-1.10346186,-0.503839877,-0.809543943,-1.982307614,0.192155179,0.491140446,-0.702880176,1
0.765455793,-1.10346186,-0.503839877,-0.809543943,-1.982307614,0.192155179,0.491140446,-0.702880176,1
-0.229003706,-0.647888964,-0.919548094,-0.852370207,-0.507652349,-0.353525928,0.427353376,0.455818164,0
-0.229003706,-0.647888964,-0.919548094,-0.852370207,-0.507652349,-0.353525928,0.427353376,0.455818164,1
-0.005345578,-0.602051841,2.984987008,0.086981299,-1.777371064,-0.384483734,0.476038662,0.165447654,0
-0.005345578,-0.602051841,2.984987008,0.086981299,-1.777371064,-0.384483734,0.476038662,0.165447654,1
-0.456750512,1.203608665,0.316317627,-0.613112252,-1.015428387,-0.144234689,0.114640206,-0.15136001,1
-0.456750512,1.203608665,0.316317627,-0.613112252,-1.015428387,-0.144234689,0.114640206,-0.15136001,0
0.373622941,-0.057319895,-0.521098116,0.077423575,-0.151114409,0.606428167,-0.413499826,0.458673862,1
0.373622941,-0.057319895,-0.521098116,0.077423575,-0.151114409,0.606428167,-0.413499826,0.458673862,1
0.120557543,-0.776053395,-0.190252899,0.74644722,-0.219358185,-1.012939533,-0.286067089,0.236043547,0
0.120557543,-0.776053395,-0.190252899,0.74644722,-0.219358185,-1.012939533,-0.286067089,0.236043547,1
1.642739632,-0.374772425,0.69016187,-1.333106552,0.398704547,1.162265911,1.065530997,-0.209951128,0
1.642739632,-0.374772425,0.69016187,-1.333106552,0.398704547,1.162265911,1.065530997,-0.209951128,0
0.589737879,-0.127733116,-0.838507437,2.537002747,-0.45589869,0.338631545,-1.075201784,-0.072265999,0
0.589737879,-0.127733116,-0.838507437,2.537002747,-0.45589869,0.338631545,-1.075201784,-0.072265999,0
0.502576319,-0.08152646,-0.107304883,1.249254892,0.395844498,0.294747229,-0.04243304,-0.622986865,0
0.502576319,-0.08152646,-0.107304883,1.249254892,0.395844498,0.294747229,-0.04243304,-0.622986865,0
1.187442445,-2.449799676,-1.581835527,0.110826121,-0.084780049,-0.530098979,0.789541155,-0.220323536,1
1.187442445,-2.449799676,-1.581835527,0.110826121,-0.084780049,-0.530098979,0.789541155,-0.220323536,0
1.761326584,-0.835138308,-1.025199935,-0.586094778,0.482304676,0.018404994,0.70315091,-0.450761463,0
1.761326584,-0.835138308,-1.025199935,-0.586094778,0.482304676,0.018404994,0.70315091,-0.450761463,0
-0.411475834,0.581701904,-0.068967811,-0.267350038,-0.497373703,0.922851374,-1.149040146,1.448838022,1
-0.411475834,0.581701904,-0.068967811,-0.267350038,-0.497373703,0.922851374,-1.149040146,1.448838022,0
-1.899577653,0.674106264,0.234206789,0.041373227,-0.487294966,-0.726253995,-1.618937768,1.197971902,0
-1.899577653,0.674106264,0.234206789,0.041373227,-0.487294966,-0.726253995,-1.618937768,1.197971902,1
0.947548818,-0.044927641,0.443656575,-0.374866635,0.634322188,-0.028960653,-0.504727899,-0.090418735,0
0.947548818,-0.044927641,0.443656575,-0.374866635,0.634322188,-0.028960653,-0.504727899,-0.090418735,1
-0.229345559,-0.884538217,0.471503018,0.335639689,-1.174665334,-0.864847608,-2.112080474,-0.168942576,0
-0.229345559,-0.884538217,0.471503018,0.335639689,-1.174665334,-0.864847608,-2.112080474,-0.168942576,1
-0.467958309,-1.141028644,-0.154307473,-0.748695599,-0.009678137,-1.464673084,0.066648676,1.342360218,0
-0.467958309,-1.141028644,-0.154307473,-0.748695599,-0.009678137,-1.464673084,0.066648676,1.342360218,0
0.302037475,0.51512623,1.750009467,-1.246665048,-1.336605315,-0.48767247,0.377691358,-0.642427138,1
0.302037475,0.51512623,1.750009467,-1.246665048,-1.336605315,-0.48767247,0.377691358,-0.642427138,1
0.199457341,0.484551146,-0.216930916,-0.406357453,0.508664049,0.38323365,0.082384546,0.039773598,1
0.199457341,0.484551146,-0.216930916,-0.406357453,0.508664049,0.38323365,0.082384546,0.039773598,0
0.978259037,-0.028160843,0.639776012,1.795124954,-0.061428582,-0.561021487,0.493983577,0.476988632,1
0.978259037,-0.028160843,0.639776012,1.795124954,-0.061428582,-0.561021487,0.493983577,0.476988632,1
0.719478454,-0.367033004,0.432825596,-0.208950109,0.968320167,-0.420399878,-0.556317867,-1.951917316,1
0.719478454,-0.367033004,0.432825596,-0.208950109,0.968320167,-0.420399878,-0.556317867,-1.951917316,0
0.435768038,-0.635006394,0.742899581,1.295063045,0.398739869,0.844229278,-0.304901208,0.263536816,0
0.435768038,-0.635006394,0.742899581,1.295063045,0.398739869,0.844229278,-0.304901208,0.263536816,0
0.580048407,0.954923778,0.113763804,-0.917276504,-1.05415737,2.136650988,0.37565777,-1.089968919,0
0.580048407,0.954923778,0.113763804,-0.917276504,-1.05415737,2.136650988,0.37565777,-1.089968919,1
-1.307240046,-1.165916991,-1.081537971,0.785399719,0.857464077,-1.106415049,0.640610093,-0.615098568,1
-1.307240046,-1.165916991,-1.081537971,0.785399719,0.857464077,-1.106415049,0.640610093,-0.615098568,1
-0.808511971,0.17722114,1.083144673,-0.199339152,-0.88865637,-1.299777799,0.138832717,0.118609934,0
-0.808511971,0.17722114,1.083144673,-0.199339152,-0.88865637,-1.299777799,0.138832717,0.118609934,0
-0.548919067,-0.532609238,0.282644396,0.472758156,0.830842965,-1.44057698,1.059520226,0.183059846,1
-0.548919067,-0.532609238,0.282644396,0.472758156,0.830842965,-1.44057698,1.059520226,0.183059846,0
-0.78434745,0.339955839,0.477511274,0.401067319,-1.402768732,0.182056133,0.303557204,-0.319020583,1
-0.78434745,0.339955839,0.477511274,0.401067319,-1.402768732,0.182056133,0.303557204,-0.319020583,1
-0.060822676,-0.505431799,-0.512772129,-0.056535644,-0.797083363,-0.963778224,-1.092751889,-0.181845097,1
-0.060822676,-0.505431799,-0.512772129,-0.056535644,-0.797083363,-0.963778224,-1.092751889,-0.181845097,0
0.776191378,-2.239274585,0.318620198,0.241631087,0.347325588,-1.455188007,-0.159671946,-0.542894342,0
0.776191378,-2.239274585,0.318620198,0.241631087,0.347325588,-1.455188007,-0.159671946,-0.542894342,1
-0.693095492,-0.727952195,-0.538765093,-0.484133809,-0.282191936,-1.487567341,-1.203679701,-0.291466828,1
-0.693095492,-0.727952195,-0.538765093,-0.484133809,-0.282191936,-1.487567341,-1.203679701,-0.291466828,1
0.609621019,-0.024251736,-0.088780674,0.891582341,0.108377654,-0.233939356,0.38408258,0.623785084,0
0.609621019,-0.024251736,-0.088780674,0.891582341,0.108377654,-0.233939356,0.38408258,0.623785084,1
0.057214905,-0.989547164,-1.727851026,0.140611864,-0.123300047,-1.308845676,0.340649292,-0.807635906,0
0.057214905,-0.989547164,-1.727851026,0.140611864,-0.123300047,-1.308845676,0.340649292,-0.807635906,1
0.159446798,-0.896523803,1.029012964,-0.920998856,0.897936359,0.590588081,0.898082259,0.338678428,0
0.159446798,-0.896523803,1.029012964,-0.920998856,0.897936359,0.590588081,0.898082259,0.338678428,1
-0.60207342,-0.365673746,0.273311617,-0.673204096,1.13826692,-0.95969888,-1.326990451,-1.317535264,1
-0.60207342,-0.365673746,0.273311617,-0.673204096,1.13826692,-0.95969888,-1.326990451,-1.317535264,0
-0.274359276,-0.699998698,0.557594408,0.769869324,-0.362955901,1.438249236,-0.270710772,-0.300042567,1
-0.274359276,-0.699998698,0.557594408,0.769869324,-0.362955901,1.438249236,-0.270710772,-0.300042567,1
-0.30455191,-2.089013726,0.874020666,-0.869189978,0.091865277,0.765763645,0.27209575,-0.609113249,1
-0.30455191,-2.089013726,0.874020666,-0.869189978,0.091865277,0.765763645,0.27209575,-0.609113249,0
-1.506423672,-1.233452777,0.163543932,1.289915894,-0.035319679,-1.600126104,0.373226776,-1.048349644,0
-1.506423672,-1.233452777,0.163543932,1.289915894,-0.035319679,-1.600126104,0.373226776,-1.048349644,0
0.437084627,0.274456754,1.021169983,-0.363922309,0.662574399,1.443769378,0.833782351,0.315603447,0
0.437084627,0.274456754,1.021169983,-0.363922309,0.662574399,1.443769378,0.833782351,0.315603447,0
-0.290458452,1.216598247,1.433570228,-0.320259316,0.125635783,0.468707708,-0.344168061,0.28793147,1
-0.290458452,1.216598247,1.433570228,-0.320259316,0.125635783,0.468707708,-0.344168061,0.28793147,1
1.022357796,-0.625720863,0.791735732,-0.02223989,-1.351749123,1.363956612,-0.029937581,-0.419291948,0
1.022357796,-0.625720863,0.791735732,-0.02223989,-1.351749123,1.363956612,-0.029937581,-0.419291948,0
-0.058708518,-0.610071996,-0.402189193,-0.566478205,-2.00575847,0.347713237,-0.16910982,1.636716384,0
-0.058708518,-0.610071996,-0.402189193,-0.566478205,-2.00575847,0.347713237,-0.16910982,1.636716384,0
0.448478593,-0.843524353,0.368305706,-0.457810069,-0.906439525,-1.616858738,0.346359495,-1.60369426,0
0.448478593,-0.843524353,0.368305706,-0.457810069,-0.906439525,-1.616858738,0.346359495,-1.60369426,1
-0.265161998,0.359629281,-0.759176802,1.065222083,0.25408353,1.334754027,0.117817526,0.451699795,1
-0.265161998,0.359629281,-0.759176802,1.065222083,0.25408353,1.334754027,0.117817526,0.451699795,0
0.840350179,-0.167179816,0.006930778,-1.200714843,-1.427989329,0.534819192,-0.377955461,-0.877647811,0
0.840350179,-0.167179816,0.006930778,-1.200714843,-1.427989329,0.534819192,-0.377955461,-0.877647811,0
0.322833521,0.933944776,-0.521241591,0.826579372,0.821352336,0.598988676,1.046359951,-0.038774176,1
0.322833521,0.933944776,-0.521241591,0.826579372,0.821352336,0.598988676,1.046359951,-0.038774176,0
0.679438217,1.653869292,1.505198381,0.31672744,1.531959844,0.450621052,-0.035861631,1.361137644,0
0.679438217,1.653869292,1.505198381,0.31672744,1.531959844,0.450621052,-0.035861631,1.361137644,1
-0.790196737,-0.910131308,-0.236835756,0.223647996,0.065767425,-0.481633395,-0.184535803,0.242876277,0
-0.790196737,-0.910131308,-0.236835756,0.223647996,0.065767425,-0.481633395,-0.184535803,0.242876277,1
0.662829737,0.396708207,0.465171417,1.60713632,-0.464838739,0.642234418,-0.038067225,-1.185903777,1
0.662829737,0.396708207,0.465171417,1.60713632,-0.464838739,0.642234418,-0.038067225,-1.185903777,0
0.442782497,0.062128327,-0.72252858,1.782393878,1.238717743,1.681837161,-0.030039402,-0.041230234,1
0.442782497,0.062128327,-0.72252858,1.782393878,1.238717743,1.681837161,-0.030039402,-0.041230234,0
-0.544104449,-0.077513615,0.117277291,0.773407211,-0.390132561,-0.782962637,0.19492129,1.928208342,0
-0.544104449,-0.077513615,0.117277291,0.773407211,-0.390132561,-0.782962637,0.19492129,1.928208342,1
0.73232279,-0.430294084,0.822177143,0.202062269,0.056247982,0.806535142,0.262134327,0.145270718,1
0.73232279,-0.430294084,0.822177143,0.202062269,0.056247982,0.806535142,0.262134327,0.145270718,0
0.20419822,-0.715088146,0.019526989,0.222933182,0.479458458,-1.134465214,0.084871167,-0.94620115,1
0.20419822,-0.715088146,0.019526989,0.222933182,0.479458458,-1.134465214,0.084871167,-0.94620115,0
-1.556336741,0.614166277,-0.510335574,-0.563017143,-0.344953105,0.021206236,0.292682008,0.827832338,0
-1.556336741,0.614166277,-0.510335574,-0.563017143,-0.344953105,0.021206236,0.292682008,0.827832338,0
0.525515481,-0.340044636,-0.042611465,0.948539264,1.783073385,0.45829228,0.688363224,0.357841298,0
0.525515481,-0.340044636,-0.042611465,0.948539264,1.783073385,0.45829228,0.688363224,0.357841298,1
-0.127172188,0.534430126,1.122585863,-0.540616083,1.110352692,0.486078333,-0.537386052,-0.416240502,1
-0.127172188,0.534430126,1.122585863,-0.540616083,1.110352692,0.486078333,-0.537386052,-0.416240502,1
-0.162163175,-0.347339933,0.245228987,-0.606489601,-1.310056669,0.726945156,-2.156106946,-0.673453305,0
-0.162163175,-0.347339933,0.245228987,-0.606489601,-1.310056669,0.726945156,-2.156106946,-0.673453305,0
0.815525238,1.12668361,0.022651885,0.239424196,1.511689823,1.072379761,-0.854521791,0.156379062,0
