Target,Y1,Y2(imagnary),Y3,Y4(imagnary
1,-0.932143521,0.337051472,0.780493808,0.1567699
1,-0.123672292,-0.481095964,-0.804133209,-1.544447351
0,-0.569424134,-0.168173794,-0.544088548,-0.321749887
0,-0.67599964,-0.565374242,0.225850054,0.901980523
0,-1.544002398,0.044825603,2.026029478,0.255141996
0,1.088712043,-1.729386386,-0.40887562,0.461001692
0,0.440572035,-0.16013839,-0.838612949,-0.740036893
1,0.720353855,0.049004857,1.150210415,1.389540816
0,1.502492014,0.820753339,-2.675146904,-1.656499589
0,-0.048411424,0.641275905,-0.254353308,0.152132481
1,0.314636626,1.246504355,-0.71476869,0.700617936
0,-0.035087991,0.395976193,0.087098786,-1.309741882
1,-0.737469689,0.682786254,-0.073397547,-0.737320828
1,-1.133999589,-0.189462001,-0.214154751,-0.053238101
0,1.404962873,0.285339061,-1.177827417,0.228080351
1,-0.926635058,-0.15754833,1.231958836,-0.634075933
0,0.559551509,0.566345251,-0.317437902,-0.71789562
0,0.947356115,0.469555001,-1.68335701,-0.598920361
1,0.694579527,-0.739702317,-0.263773048,-0.036001346
1,2.211175769,0.746459204,0.89454956,1.200322613
1,-0.842591779,0.051552334,-0.963294295,-0.262964317
0,-0.352324455,-0.10581661,0.81855959,-0.274280589
0,-0.362057792,-1.784085859,0.110713751,-1.408132231
1,0.025906844,-0.939691675,-0.314932016,-0.724541045
1,1.259881143,0.02748218,-0.513093058,0.141022043
0,1.21484354,-0.176530218,-0.063167829,-0.012757358
0,-1.031120545,1.414720714,0.200973567,1.358155431
1,-1.627960371,-2.323041819,-1.041682319,0.154460836
0,-1.215869791,0.147113214,-0.310169281,0.389798434
1,0.726922695,0.154069527,-0.019603068,-1.054349589
1,-0.238724509,-0.317019359,-0.898972105,0.328635916
1,-0.890488873,-0.648280125,-0.544697191,-0.441412697
0,0.165879318,1.55922467,0.370364496,-0.005948165
0,-0.506286891,0.436468017,0.176615916,-2.301931401
0,0.624722224,0.373779389,-0.534951881,-0.057075018
1,-0.087848081,0.016075317,-0.074995545,-1.278792537
0,-0.857986073,-0.634915751,-0.173245178,-0.871660391
1,-0.025891227,-0.510555849,0.406970744,-1.549105215
0,-0.460931392,0.322480244,0.633842056,0.701874029
1,0.036116887,0.995045999,0.194121012,0.892012643
0,0.354257666,0.416611705,-0.657365155,1.062893462
1,0.080519637,0.421634927,0.188233053,1.577794678
1,1.205914094,-0.827334412,0.853918565,-0.2182864
1,0.872681047,-1.678092354,0.252620834,-0.372256517
1,0.519715491,0.763116293,0.378534218,-0.070031993
0,0.055368546,-0.83708379,-0.768879429,1.610755208
1,-1.282058159,-0.426100779,-1.003128916,0.133609121
0,-0.085351154,0.893299212,-2.743209751,0.17976356
0,-1.796426216,1.561453635,-1.044307769,-0.106978214
1,0.998747043,-0.446997792,-1.011462004,0.919888299
1,1.870062713,0.674600326,0.896109827,0.677697152
0,1.364948067,-1.431448775,-1.06493252,-0.31765049
1,-0.228987245,-1.087499645,-0.111705345,2.411998941
1,0.321721586,1.221726314,-0.088453208,-0.889619226
1,-0.980781499,-1.079815875,0.084078432,-0.08660827
1,1.987582109,-0.379769153,0.869530177,-0.242463212
1,-1.367726717,0.639339827,-1.844527763,2.298968327
1,-0.806096053,1.023003944,0.561098096,-0.330714401
0,-0.252178817,0.615420652,1.243516018,-1.297653913
0,0.715441006,0.279921372,-1.151782388,-1.350768437
1,-0.118517602,0.274671566,0.278482755,-1.941907706
0,-1.519230425,-1.092283694,0.108471829,-0.328758478
0,-0.386067517,1.135801289,-0.826984279,-0.784514262
0,-0.252408399,-0.399309901,-0.592401088,2.08300838
1,0.11544109,0.875333088,0.843173437,-1.141091127
1,1.445797918,1.103699872,-0.556799431,-1.073590911
1,0.741176439,-1.073605412,-0.798524084,1.223946402
0,-0.883442508,1.03809792,-2.011356713,-0.977575885
0,-0.691977078,0.226830866,-0.056043817,-0.507629718
1,-0.805154202,-0.227849601,0.505994385,-1.464251645
0,-1.334406994,0.672430136,0.137540842,0.176175168
0,-0.060999758,0.714681425,1.742642369,-2.5268519
1,-0.319206217,0.683633775,-0.043382273,1.716203826
0,-0.598979268,0.455299836,-0.145626538,0.921610346
1,-1.602657808,0.551096326,-1.149411602,0.397003017
1,-0.345905378,0.338175445,-1.297570211,-0.635842839
1,-0.721415428,0.74237678,0.58219734,-1.814404755
0,0.58007087,0.378947936,0.039649459,0.168398762
1,-0.010277955,0.289660736,1.099678239,-0.128828325
1,1.364992592,0.194282891,0.879096929,-1.115804868
1,0.195724927,-1.128880341,1.923193645,0.830245618
1,1.958637753,0.606756711,-0.597628492,-0.445171291
1,0.88552541,0.218519637,-0.914849296,1.750690093
0,-2.414620971,0.201795065,-0.010720243,0.057400309
0,1.072694746,-0.27720946,-0.719451424,1.454544398
1,-0.497527528,0.037758949,1.189163141,0.670459409
0,0.51417829,-1.317900924,0.055145077,-0.621237267
0,-1.268014339,0.137179454,-1.235591873,0.190628297
0,-0.163464034,-0.022641977,1.130961196,1.318358074
0,-0.116213346,-0.811293737,0.811503526,-0.2431649
1,1.158144212,-0.084424698,1.734629604,-1.018403252
1,0.118742126,-1.195355949,1.532854651,1.398582187
0,0.821824606,0.359769895,-0.404871512,-2.030549056
0,0.243217588,0.047344338,1.439074275,-2.017176449
1,1.034269585,1.512267859,-0.433380432,-1.10994563
0,-0.343267465,-0.191723296,-1.571931095,-1.115897549
1,-0.632403186,0.660805699,1.808145651,-0.034404683
1,-0.22256486,1.510165028,0.597887387,0.121191655
0,0.525656784,0.618803742,-1.32427989,-0.869760403
0,0.318777393,-0.350830873,-0.614805707,1.889270382
0,-0.121890108,-0.059312788,-0.627809701,1.374184064
1,1.264997485,0.57414022,-0.685827722,0.612575141
0,-1.736995514,0.406747178,-0.36815569,0.219534368
0,0.919190514,0.371632194,0.690259622,-3.335874367
0,-0.492525792,1.143958755,-2.190326721,0.518606815
0,-0.835965416,-3.12901517,0.268246233,-0.901392896
0,-1.41764388,-0.414157635,-0.920557929,-0.79881867
0,-0.918545429,-0.011103121,0.047585808,-0.638475157
1,-1.304601281,-1.128134338,2.118577999,-0.22442755
1,-0.380627742,-1.554638219,1.406258625,0.465306094
0,1.066752777,0.565707521,-1.045267227,0.860454987
1,0.461545029,1.383828247,-0.047961614,-0.119765554
0,0.085283828,0.051640658,-1.153695367,0.554541225
0,0.757523216,-0.794026236,-1.512726537,0.319365825
1,-0.321507324,-0.841824086,0.850622415,0.803019746
1,-0.253757134,0.296336206,0.572651789,0.027416247
0,-0.872736031,0.91124683,-0.112438945,0.595638485
1,-0.953320092,0.692572419,-0.732439728,1.142395345
0,0.577438913,0.35986976,0.385009126,-1.101995087
1,0.887869557,1.8397364,0.021333551,1.468671936
1,0.322652328,-0.337078537,0.682879077,-0.282591894
1,-0.053984142,0.4991196,-0.2581691,0.184200135
1,-0.208268761,-0.493307874,0.589504709,0.674578379
1,0.592993666,-1.108400164,0.618954491,-0.256618955
0,-1.166611433,-0.241615656,-1.039464336,-0.858146492
0,1.253296341,-0.246586951,-0.222765984,-0.14801288
1,0.855751301,1.571712577,0.129033326,0.650705035
0,-0.504463132,-0.950134302,-0.733278627,0.161823878
0,-0.749067247,-0.01459939,0.801221989,-0.534043332
1,2.094081791,-1.614697397,-1.191063696,1.698265932
1,-0.265938552,-0.016711591,-0.260093264,0.471537839
1,0.100603697,-0.609979432,1.010981362,-0.229489448
0,0.276049163,0.323344507,-0.587007396,-0.08799566
0,0.241316563,-0.000220374,0.923243038,2.202026067
0,-0.474351566,-0.027630405,-0.104164599,-0.192066976
1,-1.932618125,-0.180559532,0.187482308,1.615468069
0,1.296022137,-0.182391892,1.076616418,-0.500162582
1,1.819447059,-0.64259346,-1.662465752,-1.132520922
1,1.367007123,-2.056965571,-1.865970007,0.788721877
0,-1.522792369,0.04464495,0.367421606,-0.048573267
0,-0.879399086,0.727968964,-1.628175953,0.569647674
0,-1.049187309,-0.624394495,0.889477308,-0.203615703
0,-0.336963839,1.332000152,1.744316396,0.490737876
0,0.520975545,0.078963694,1.124451954,0.470904118
1,0.817480039,0.060336799,1.04447724,-0.09880473
0,-1.525323609,-0.574220617,-0.20387483,0.60442624
0,0.732387261,-0.866556233,-0.126780619,-0.532341245
1,0.033504761,-0.279883931,0.24907268,-0.068356312
0,-0.488709987,0.70173545,-1.017441842,-0.510391428
0,-0.949532315,0.611687975,-0.248660157,-0.518602072
1,1.598516224,-1.379383658,-0.331044314,0.297175784
0,-0.023500545,1.833386877,-1.392057339,-0.421295792
1,0.562322355,0.642677654,-1.203079642,0.585506081
1,-0.088367813,1.052127263,-0.808659731,-0.543317386
1,-0.559406768,-1.256112046,0.378520224,0.316812628
0,0.736075382,0.074507994,1.612403438,-0.354258057
1,0.323703581,-0.953340586,0.422269106,1.696415888
0,-0.667500944,1.647860663,0.432164333,0.969715216
1,-1.132284561,0.650822338,-0.966744981,-0.358304486
1,1.116886463,-0.917443249,-1.817383514,0.727549877
1,-2.542905078,2.027550416,0.586836745,-0.380943311
0,0.918765044,1.096041528,0.731653829,0.14509986
1,-0.083203634,-0.819671306,0.97881376,0.727642657
0,1.107333356,0.81421571,-1.345598661,1.344076959
0,-0.415127496,0.250066508,-1.015221152,-2.337677275
0,-0.612674352,-0.207556644,1.003437145,-0.520778901
0,0.156772749,-1.561652169,0.399303093,-1.67942675
0,-0.767396828,0.607580171,1.115551835,0.664549959
0,1.090046323,0.709192795,-0.768934206,0.95753487
0,1.489654048,1.015196355,-0.850015867,-1.325857063
1,0.406153413,-1.2629958,0.57393409,-0.139897321
0,-0.021370507,-0.8626162,-0.358187857,0.752983711
1,-0.005868702,-0.425640475,0.11882153,-0.307460781
1,0.081813763,-0.033220674,-0.826688043,1.580473866
1,-0.840289934,0.548021323,-0.257314686,0.101937219
0,-0.183236944,-0.566556616,0.384734247,1.196690316
0,-0.855658385,-0.90743008,0.425411315,-0.173403184
0,0.945814103,0.603677589,-0.233070455,0.961400023
1,0.182313648,-1.359624908,0.380062211,-0.445296402
1,0.869268451,0.753118568,-0.889072518,0.333274614
0,1.700282708,0.591014237,-1.496695921,1.590483941
1,0.566303784,0.104683491,-0.643627885,-0.761044972
1,-0.389738382,0.837343067,-0.12475319,-0.686904028
1,1.705258712,-0.559506025,0.582050635,0.983768022
1,0.034313075,0.646051717,0.236711679,0.599677924
0,-0.439989252,0.218384576,0.151165226,0.451244022
0,-0.020367573,-0.381846977,-1.481086996,1.048279847
1,1.134663386,0.300237403,1.015687218,0.276211623
1,1.483817234,0.106382957,0.222508649,0.222749268
0,-0.292677803,-0.410487444,-0.148405559,0.977804748
0,0.541634886,-0.03486609,-1.646384217,0.378315359
0,1.875244357,-0.069654787,1.137880543,0.493851033
0,1.80609351,0.168568668,0.726428857,-1.176038378
0,0.911042194,-0.050602772,-0.585498109,-0.604349126
0,-0.996666269,0.100219061,1.829254305,-0.396817039
1,-0.340782466,-0.833745031,0.39312344,-1.881237775
0,0.727186572,0.575970906,0.442534297,0.688946996
1,-1.036592393,0.740249687,1.234787263,1.198145076
1,0.470638276,-0.433826077,0.819790532,0.459840016
1,1.545898212,-2.502922417,0.928775749,-0.918398193
1,-0.140856032,-1.051048619,3.370077808,0.557438047
1,0.013456368,-0.774419405,0.58379987,-1.909325166
0,-0.47285698,0.139723628,0.469477857,-2.336666307
1,1.036107375,0.520856137,0.550224591,0.154796281
0,-1.434744809,-0.301457342,-0.00128193,-0.804409609
1,0.943458183,0.345156521,-0.1082134,-1.427144383
1,-0.423077713,1.355180549,0.637945496,1.090376084
0,-0.50732116,0.844449665,-0.624845691,-0.325323977
0,-1.233924782,-0.201786317,0.735659236,-0.272339939
0,1.145894453,0.074940825,-0.775562578,1.043783335
1,-0.865530195,0.608992133,-1.261549401,0.167889478
1,1.155757406,0.81413516,0.276833883,0.181864981
0,-1.200296023,-0.899193348,-0.295156139,1.082040834
1,-0.699153507,-0.26314145,-0.085350567,1.375731303
1,1.158027542,1.114248516,0.624018394,-0.727115612
0,-1.345619726,0.722860003,-1.025983537,-0.840908818
1,-1.739635446,-0.283619646,-0.016774247,0.141651574
0,-0.421045388,0.995047732,-0.063880686,-0.623632712
1,-0.148377309,0.126674356,-0.185889579,-1.210365501
0,0.787656141,0.790960399,-0.180370095,-1.729041542
0,-0.196026893,0.670950754,0.078011903,1.274527639
0,-0.609440187,1.414059996,1.463063909,0.917338831
0,0.444528756,-0.160317438,0.462266824,-0.989322219
1,-1.532852261,-0.517125043,-0.275063772,-2.119508745
0,1.244955141,-0.600638913,1.004289236,0.375836114
1,1.063913621,0.079575724,0.405560297,0.480709424
0,0.880457027,-0.138883423,-0.80292008,-0.544044287
0,1.236912929,0.033053535,0.161058478,-1.775571908
0,2.036531708,-0.720638742,0.861750076,-0.007249897
1,1.340126728,0.582285176,0.599383874,-1.437524726
0,-0.716675677,-0.007063195,-0.120839979,1.550994121
0,-0.413226162,-1.853693227,-0.175908408,-0.701366889
0,-0.683963341,1.047364588,-1.483759686,-0.68024152
1,-0.922986184,-0.235097462,0.77593925,1.661377161
0,-0.826408199,1.439946132,0.009665408,1.267733757
1,-1.073206348,-0.440518417,0.248375337,0.884968742
0,-0.64640256,1.204412073,1.024534011,0.42244761
1,0.170861901,0.548800504,-0.702050954,0.560675366
0,-1.333047172,0.576828318,-0.667655236,-1.144865242
1,-1.354972431,0.35082616,-1.412210283,-0.211936272
0,-0.351661804,1.052046881,0.226640052,-0.218647302
0,1.132270215,-0.311030069,0.355913105,0.295943495
0,-1.236223497,-1.714159861,0.091987213,0.081204702
1,1.734636118,-0.411479864,-0.91276292,-0.906228539
1,-0.262627201,1.310109938,0.712414261,0.141367607
1,0.863292841,-0.296618699,0.048102619,1.056245941
0,0.075486508,0.167968704,-0.213898926,-1.184668617
1,-0.374037468,0.466174848,-1.078913897,0.543241378
1,0.614463917,-0.061385361,-0.425580725,-1.419983856
1,-0.387501628,-0.413126999,0.112832233,2.337096078
1,-0.18806253,-0.936746774,0.00699835,0.761856379
1,-0.373181032,1.096499405,0.10346594,-0.646489104
0,1.82989977,0.733773097,1.029349527,-1.250572441
1,2.021489511,0.58116184,0.439353915,1.09561683
0,0.761609505,-1.727248141,1.029683988,2.609265125
0,-0.959837037,-0.335283569,-0.890362131,-0.368814919
1,0.117895008,-0.155867944,-0.116356411,-0.681606872
0,0.798803307,-0.640905425,-0.37476262,-0.923058923
0,-0.312695428,-1.24040425,0.171581367,-0.300073494
1,2.218649273,0.96562198,0.186265527,0.13344358
1,-2.070887214,-0.119151839,-0.892221438,-0.602705999
0,0.512549095,0.901145069,0.945251672,-0.755274238
1,-0.499916078,-0.452114685,0.589584247,-0.508632768
